32	7006	
id	category	categorylevel	name	desc	subtype	weapon	hideweapon	movable	autoattack	icon	anim	fxspell	fxcast	fxammo	fxprehit	fxhit	fxhitinterval	spellway	qte	spell	splash	weaponrange	cdid	cd	cost	nobattle	buff	select	subselect	selectstate	lambda
43	0	0	STR_SKILL_AS_EQUIP_BOW	STR_SKILL_AS_EQUIP_BOW_DESC	0	0	0	0	0	122958	0	0	0	0	0	0	0	1	0	0	0	0	43	0	0	0	0	0	0	0	122959
44	0	0	STR_SKILL_AS_EQUIP_CLOTH	STR_SKILL_AS_EQUIP_CLOTH_DESC	0	0	0	0	0	122948	0	0	0	0	0	0	0	1	0	0	0	0	44	0	0	0	0	0	0	0	122960
45	0	0	STR_SKILL_AS_EQUIP_LEATHER	STR_SKILL_AS_EQUIP_LEATHER_DESC	0	0	0	0	0	122961	0	0	0	0	0	0	0	1	0	0	0	0	45	0	0	0	0	0	0	0	122962
46	0	0	STR_SKILL_AS_EQUIP_DUAL	STR_SKILL_AS_EQUIP_DUAL_DESC	0	0	0	0	0	122963	0	0	0	0	0	0	0	1	0	0	0	0	46	0	0	0	0	0	0	0	122964
47	0	0	STR_SKILL_CL_EQUIP_ENHANCEDMACE	STR_SKILL_CL_EQUIP_ENHANCEDMACE_DESC	0	0	0	0	0	122965	0	0	0	0	0	0	0	1	0	0	0	0	47	0	0	0	0	0	0	0	122966
48	0	0	STR_SKILL_CL_EQUIP_ENHANCEDSTAFF	STR_SKILL_CL_EQUIP_ENHANCEDSTAFF_DESC	0	0	0	0	0	122948	0	0	0	0	0	0	0	1	0	0	0	0	48	0	0	0	0	0	0	0	122967
49	0	0	STR_SKILL_CL_EQUIP_ENHANCEDCLOTH	STR_SKILL_CL_EQUIP_ENHANCEDCLOTH_DESC	0	0	0	0	0	122968	0	0	0	0	0	0	0	1	0	0	0	0	49	0	0	0	0	0	0	0	122969
50	0	0	STR_SKILL_CL_EQUIP_ENHANCEDLEATHER	STR_SKILL_CL_EQUIP_ENHANCEDLEATHER_DESC	0	0	0	0	0	122970	0	0	0	0	0	0	0	1	0	0	0	0	50	0	0	0	0	0	0	0	122971
51	0	0	STR_SKILL_CL_EQUIP_ENHANCEDCHAIN	STR_SKILL_CL_EQUIP_ENHANCEDCHAIN_DESC	0	0	0	0	0	122948	0	0	0	0	0	0	0	1	0	0	0	0	51	0	0	0	0	0	0	0	122972
52	0	0	STR_SKILL_PR_EQUIP_MACE	STR_SKILL_PR_EQUIP_MACE_DESC	0	0	0	0	0	122973	0	0	0	0	0	0	0	1	0	0	0	0	52	0	0	0	0	0	0	0	122974
53	0	0	STR_SKILL_P_EQUIP_STAFF_G1	STR_SKILL_P_EQUIP_STAFF_G1_DESC	0	0	0	0	0	122975	0	0	0	0	0	0	0	1	0	0	0	0	53	0	0	0	0	0	0	0	122976
54	0	0	STR_SKILL_PR_EQUIP_CLOTH	STR_SKILL_PR_EQUIP_CLOTH_DESC	0	0	0	0	0	122948	0	0	0	0	0	0	0	1	0	0	0	0	54	0	0	0	0	0	0	0	122977
55	0	0	STR_SKILL_PR_EQUIP_LEATHER	STR_SKILL_PR_EQUIP_LEATHER_DESC	0	0	0	0	0	122978	0	0	0	0	0	0	0	1	0	0	0	0	55	0	0	0	0	0	0	0	122979
56	0	0	STR_SKILL_PR_EQUIP_CHAIN	STR_SKILL_PR_EQUIP_CHAIN_DESC	0	0	0	0	0	122980	0	0	0	0	0	0	0	1	0	0	0	0	56	0	0	0	0	0	0	0	122981
57	0	0	STR_SKILL_PR_EQUIP_SHIELD	STR_SKILL_PR_EQUIP_SHIELD_DESC	0	0	0	0	0	122982	0	0	0	0	0	0	0	1	0	0	0	0	57	0	0	0	0	0	0	0	122983
58	0	0	STR_SKILL_CH_EQUIP_MACE	STR_SKILL_CH_EQUIP_MACE_DESC	0	0	0	0	0	122984	0	0	0	0	0	0	0	1	0	0	0	0	57	0	0	0	0	0	0	0	122985
59	0	0	STR_SKILL_CH_EQUIP_STAFF	STR_SKILL_CH_EQUIP_STAFF_DESC	0	0	0	0	0	122986	0	0	0	0	0	0	0	1	0	0	0	0	58	0	0	0	0	0	0	0	122987
60	0	0	STR_SKILL_CH_EQUIP_CLOTH	STR_SKILL_CH_EQUIP_CLOTH_DESC	0	0	0	0	0	122948	0	0	0	0	0	0	0	1	0	0	0	0	59	0	0	0	0	0	0	0	122988
61	0	0	STR_SKILL_CH_EQUIP_LEATHER	STR_SKILL_CH_EQUIP_LEATHER_DESC	0	0	0	0	0	122989	0	0	0	0	0	0	0	1	0	0	0	0	60	0	0	0	0	0	0	0	122990
62	0	0	STR_SKILL_CH_EQUIP_CHAIN	STR_SKILL_CH_EQUIP_CHAIN_DESC	0	0	0	0	0	122991	0	0	0	0	0	0	0	1	0	0	0	0	61	0	0	0	0	0	0	0	122992
63	0	0	STR_SKILL_CH_EQUIP_SHIELD	STR_SKILL_CH_EQUIP_SHIELD_DESC	0	0	0	0	0	122993	0	0	0	0	0	0	0	1	0	0	0	0	63	0	0	0	0	0	0	0	122994
64	0	0	STR_SKILL_P_EQUIP_ENHANCEDBOOK_G1	STR_SKILL_P_EQUIP_ENHANCEDBOOK_G1_DESC	0	0	0	0	0	122995	0	0	0	0	0	0	0	1	0	0	0	0	64	0	0	0	0	0	0	0	122996
65	0	0	STR_SKILL_MA_EQUIP_ENHANCEDORB	STR_SKILL_MA_EQUIP_ENHANCEDORB_DESC	0	0	0	0	0	122948	0	0	0	0	0	0	0	1	0	0	0	0	65	0	0	0	0	0	0	0	122997
66	0	0	STR_SKILL_MA_EQUIP_ENHANCEDCLOTH	STR_SKILL_MA_EQUIP_ENHANCEDCLOTH_DESC	0	0	0	0	0	122998	0	0	0	0	0	0	0	1	0	0	0	0	66	0	0	0	0	0	0	0	122999
67	0	0	STR_SKILL_P_EQUIP_ENHANCEDROBE_G1	STR_SKILL_P_EQUIP_ENHANCEDROBE_G1_DESC	0	0	0	0	0	123000	0	0	0	0	0	0	0	1	0	0	0	0	67	0	0	0	0	0	0	0	123001
68	0	0	STR_SKILL_WI_EQUIP_ORB	STR_SKILL_WI_EQUIP_ORB_DESC	0	0	0	0	0	122880	0	0	0	0	0	0	0	1	0	0	0	0	68	0	0	0	0	0	0	0	123002
69	0	0	STR_SKILL_WI_EQUIP_CLOTH	STR_SKILL_WI_EQUIP_CLOTH_DESC	0	0	0	0	0	122880	0	0	0	0	0	0	0	1	0	0	0	0	69	0	0	0	0	0	0	0	123003
70	0	0	STR_SKILL_P_EQUIP_ROBE_G1	STR_SKILL_P_EQUIP_ROBE_G1_DESC	0	0	0	0	0	123004	0	0	0	0	0	0	0	1	0	0	0	0	70	0	0	0	0	0	0	0	123005
71	0	0	STR_SKILL_P_EQUIP_BOOK_G1	STR_SKILL_P_EQUIP_BOOK_G1_DESC	0	0	0	0	0	123006	0	0	0	0	0	0	0	1	0	0	0	0	71	0	0	0	0	0	0	0	123007
72	0	0	STR_SKILL_EL_EQUIP_BOOK	STR_SKILL_EL_EQUIP_BOOK_DESC	0	0	0	0	0	123008	0	0	0	0	0	0	0	1	0	0	0	0	72	0	0	0	0	0	0	0	123009
73	0	0	STR_SKILL_EL_EQUIP_CLOTH	STR_SKILL_EL_EQUIP_CLOTH_DESC	0	0	0	0	0	122948	0	0	0	0	0	0	0	1	0	0	0	0	73	0	0	0	0	0	0	0	123010
74	0	0	STR_SKILL_EL_EQUIP_ROBE	STR_SKILL_EL_EQUIP_ROBE_DESC	0	0	0	0	0	123011	0	0	0	0	0	0	0	1	0	0	0	0	74	0	0	0	0	0	0	0	123012
75	0	0	STR_SKILL_P_EQUIP_ORB_G1	STR_SKILL_P_EQUIP_ORB_G1_DESC	0	0	0	0	0	123013	0	0	0	0	0	0	0	1	0	0	0	0	75	0	0	0	0	0	0	0	123014
101	0	0	STR_SKILL_P_BOOSTAURARANGE_G1	STR_SKILL_P_BOOSTAURARANGE_G1_DESC	0	0	0	0	0	123015	0	0	0	0	0	0	0	1	0	0	0	0	803	0	0	0	0	0	0	0	123016
102	0	0	STR_SKILL_P_BOOSTHATE_G1	STR_SKILL_P_BOOSTHATE_G1_DESC	0	0	0	0	0	123017	0	0	0	0	0	0	0	1	0	0	0	0	307	0	0	0	0	0	0	0	123018
103	0	0	STR_SKILL_P_BOOSTHATEDOWN_G1	STR_SKILL_P_BOOSTHATEDOWN_G1_DESC	0	0	0	0	0	123019	0	0	0	0	0	0	0	1	0	0	0	0	103	0	0	0	0	0	0	0	123020
104	0	0	STR_SKILL_P_BOOSTKNOCKDOWN_G1	STR_SKILL_P_BOOSTKNOCKDOWN_G1_DESC	0	0	0	0	0	123021	0	0	0	0	0	0	0	1	0	0	0	0	308	0	0	0	0	0	0	0	123022
105	0	0	STR_SKILL_P_CONCENTRATION_G1	STR_SKILL_P_CONCENTRATION_DESC	0	0	0	0	0	123023	0	0	0	0	0	0	0	1	0	0	0	0	251	0	0	0	0	0	0	0	123024
106	0	0	STR_SKILL_P_CONSTATBOOSTCRITICAL_G1	STR_SKILL_P_CONSTATBOOSTCRITICAL_G1_DESC	0	0	0	0	0	123025	0	0	0	0	0	0	0	1	0	0	0	0	603	0	0	0	0	0	0	0	123026
107	0	0	STR_SKILL_P_CONSTATBOOSTPHYSICALDEFENSE_G1	STR_SKILL_P_CONSTATBOOSTPHYSICALDEFENSE_G1_DESC	0	0	0	0	0	123027	0	0	0	0	0	0	0	1	0	0	0	0	306	0	0	0	0	0	0	0	123028
108	0	0	STR_SKILL_P_HEALMASTERY_G1	STR_SKILL_P_HEALMASTERY_G1_DESC	0	0	0	0	0	123029	0	0	0	0	0	0	0	1	0	0	0	0	701	0	0	0	0	0	0	0	123030
109	0	0	STR_SKILL_P_REMAINTIME_G1	STR_SKILL_P_REMAINTIME_G1_DESC	0	0	0	0	0	123031	0	0	0	0	0	0	0	1	0	0	0	0	801	0	0	0	0	0	0	0	123032
110	0	0	STR_SKILL_P_STATBOOSTATTACKRANGE_G1	STR_SKILL_P_STATBOOSTATTACKRANGE_G1_DESC	0	0	0	0	0	123033	0	0	123034	0	0	123035	0	1	0	0	0	0	110	0	0	0	0	0	0	0	123036
111	0	0	STR_SKILL_P_STATBOOSTBLOCK_G1	STR_SKILL_P_STATBOOSTBLOCK_G1_DESC	0	0	0	0	0	123037	0	0	0	0	0	0	0	1	0	0	0	0	305	0	0	0	0	0	0	0	123038
112	0	0	STR_SKILL_P_STATBOOSTDODGE_G1	STR_SKILL_P_STATBOOSTDODGE_G1_DESC	0	0	0	0	0	123039	0	0	0	0	0	0	0	1	0	0	0	0	181	0	0	0	0	0	0	0	123040
113	0	0	STR_SKILL_P_STATBOOSTHITACCURACY_G1	STR_SKILL_P_STATBOOSTHITACCURACY_G1_DESC	0	0	0	0	0	123041	0	0	0	0	0	0	0	1	0	0	0	0	151	0	0	0	0	0	0	0	123042
114	0	0	STR_SKILL_P_STATBOOSTKDKBSP_G1	STR_SKILL_P_STATBOOSTKDKBSP_G1_DESC	0	0	0	0	0	123043	0	0	0	0	0	0	0	1	0	0	0	0	703	0	0	0	0	0	0	0	123044
115	0	0	STR_SKILL_P_STATBOOSTLOWRESIST_G1	STR_SKILL_P_STATBOOSTLOWRESIST_G1_DESC	0	0	0	0	0	123045	0	0	0	0	0	0	0	1	0	0	0	0	1001	0	0	0	0	0	0	0	123046
116	0	0	STR_SKILL_P_STATBOOSTMAGICALDEFENSE_G1	STR_SKILL_P_STATBOOSTMAGICALDEFENSE_G1_DESC	0	0	0	0	0	123047	0	0	0	0	0	0	0	1	0	0	0	0	604	0	0	0	0	0	0	0	123048
117	0	0	STR_SKILL_P_STATBOOSTMAGICLOFFENSE_G1	STR_SKILL_P_STATBOOSTMAGICLOFFENSE_G1_DESC	0	0	1	0	0	123049	0	123050	123034	0	0	123035	0	1	0	0	0	0	901	0	0	0	0	0	0	0	123051
118	0	0	STR_SKILL_P_STATBOOSTMAXHP_G1	STR_SKILL_P_STATBOOSTMAXHP_G1_DESC	0	0	0	0	0	123052	0	0	0	0	0	0	0	1	0	0	0	0	302	0	0	0	0	0	0	0	123053
119	0	0	STR_SKILL_P_STATBOOSTMAXMP_G1	STR_SKILL_P_STATBOOSTMAXMP_G1_DESC	0	0	1	0	0	123054	0	123050	123034	0	0	123035	0	1	0	0	0	0	902	0	0	0	0	0	0	0	123055
120	0	0	STR_SKILL_P_STATBOOSTPARRY_G1	STR_SKILL_P_STATBOOSTPARRY_G1_DESC	0	0	0	0	0	123056	0	0	0	0	0	0	0	1	0	0	0	0	130	0	0	0	0	0	0	0	123057
121	0	0	STR_SKILL_P_STATBOOSTPHYSICALDEFENSE_G1	STR_SKILL_P_STATBOOSTPHYSICALDEFENSE_G1_DESC	0	0	0	0	0	123058	0	0	0	0	0	0	0	1	0	0	0	0	101	0	0	0	0	0	0	0	123059
122	0	0	STR_SKILL_P_STATBOOSTPHYSICALOFFENSE_G1	STR_SKILL_P_STATBOOSTPHYSICALOFFENSE_G1_DESC	0	0	0	0	0	123060	0	0	0	0	0	0	0	1	0	0	0	0	304	0	0	0	0	0	0	0	123061
123	0	0	STR_SKILL_P_STATBOOSTRESIST_G1	STR_SKILL_P_STATBOOSTRESIST_G1_DESC	0	0	0	0	0	123062	0	0	0	0	0	0	0	1	0	0	0	0	405	0	0	0	0	0	0	0	123063
124	0	0	STR_SKILL_P_TANACITY_G1	STR_SKILL_P_TANACITY_G1_DESC	0	0	0	0	0	123064	0	0	0	0	0	0	0	1	0	0	0	0	371	0	0	0	0	0	0	0	123065
125	0	0	STR_SKILL_P_CONCENTRATION_G2	STR_SKILL_P_CONCENTRATION_DESC	0	0	0	0	0	123066	0	0	0	0	0	0	0	1	0	0	0	0	251	0	0	0	0	0	0	0	123067
126	0	0	STR_SKILL_P_STATBOOSTLOWRESIST_G2	STR_SKILL_P_STATBOOSTLOWRESIST_G1_DESC	0	0	0	0	0	123068	0	0	0	0	0	0	0	1	0	0	0	0	1001	0	0	0	0	0	0	0	123069
127	0	0	STR_SKILL_P_EQUIP_DUAL_G3	STR_SKILL_P_EQUIP_DUAL_DESC	0	0	0	0	0	123070	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	123071
128	0	0	STR_SKILL_P_EQUIP_DUAL_G4	STR_SKILL_P_EQUIP_DUAL_DESC	0	0	0	0	0	123072	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	123073
129	0	0	STR_SKILL_P_STATBOOSTCRITICAL_G1	STR_SKILL_P_STATBOOSTCRITICAL_DESC	0	0	0	0	0	123074	0	0	0	0	0	0	0	1	0	0	0	0	129	0	0	0	0	0	0	0	123075
130	0	0	STR_SKILL_P_STATBOOSTCRITICAL_G2	STR_SKILL_P_STATBOOSTCRITICAL_DESC	0	0	0	0	0	123076	0	0	0	0	0	0	0	1	0	0	0	0	129	0	0	0	0	0	0	0	123077
