23	3938	
id	name	type	category	civ	career	sex	level	colorlevel	prequest	prerequisite	mutexaccept	mutexcomplete	share	abandon	repeatcount	reset	accept	reward1	reward2	reward3	reward4	rewardex
1099	STR_QUEST_NAME_Q1099	0	STR_QUEST_ZONE32	1	4095	0	50	50	100990	0	0	0	0	0	1	0	100918	100991	100991	0	0	0
1100	STR_QUEST_NAME_Q1100	0	STR_QUEST_ZONE01	1	4095	0	1	1	0	0	0	0	0	0	1	0	100992	100993	0	0	0	0
1101	STR_QUEST_NAME_Q1101	5	STR_QUEST_ZONE01	1	4095	0	1	1	0	0	0	0	1	1	1	0	100994	100995	0	0	0	0
1102	STR_QUEST_NAME_Q1102	5	STR_QUEST_ZONE01	1	4095	0	1	1	70883	0	0	0	0	1	1	0	100996	100997	0	0	0	0
1103	STR_QUEST_NAME_Q1103	5	STR_QUEST_ZONE01	1	4095	0	1	2	70885	0	0	0	0	1	1	0	100996	100998	0	0	0	0
1104	STR_QUEST_NAME_Q1104	5	STR_QUEST_ZONE01	1	4095	0	1	2	70886	0	0	0	0	1	1	0	100996	100999	0	0	0	0
1105	STR_QUEST_NAME_Q1105	5	STR_QUEST_ZONE01	1	4095	0	1	2	0	0	0	0	1	1	1	0	101000	101001	0	0	0	0
1106	STR_QUEST_NAME_Q1106	5	STR_QUEST_ZONE01	1	4095	0	1	3	70881	0	0	0	0	1	1	0	101000	101002	0	0	0	0
1107	STR_QUEST_NAME_Q1107	5	STR_QUEST_ZONE01	1	4095	0	3	3	0	0	0	0	0	1	1	0	101003	101004	0	0	0	0
1108	STR_QUEST_NAME_Q1108	5	STR_QUEST_ZONE01	1	4095	0	2	3	0	0	0	0	1	1	1	0	101005	101006	0	0	0	0
1109	STR_QUEST_NAME_Q1109	5	STR_QUEST_ZONE01	1	4095	0	3	3	0	0	0	0	1	1	1	0	101007	101008	0	0	0	0
1110	STR_QUEST_NAME_Q1110	5	STR_QUEST_ZONE01	1	4095	0	4	4	0	0	0	0	0	1	1	0	101009	101010	0	0	0	0
1111	STR_QUEST_NAME_Q1111	5	STR_QUEST_ZONE01	1	4095	0	3	4	0	0	0	0	1	1	1	0	101011	101012	101013	0	0	0
1112	STR_QUEST_NAME_Q1112	5	STR_QUEST_ZONE01	1	4095	0	3	4	0	0	0	0	1	1	1	0	101014	101015	0	0	0	0
1113	STR_QUEST_NAME_Q1113	5	STR_QUEST_ZONE01	1	4095	0	4	4	0	0	0	0	1	1	1	0	101016	101017	0	0	0	0
1114	STR_QUEST_NAME_Q1114	5	STR_QUEST_ZONE01	1	4095	0	4	5	0	0	0	0	0	1	1	0	101018	101019	101020	0	0	0
1115	STR_QUEST_NAME_Q1115	5	STR_QUEST_ZONE01	1	4095	0	4	5	0	0	0	0	1	1	1	0	101011	101021	0	0	0	0
1116	STR_QUEST_NAME_Q1116	5	STR_QUEST_ZONE01	1	4095	0	5	6	0	0	0	0	1	1	1	0	101022	101023	0	0	0	0
1117	STR_QUEST_NAME_Q1117	5	STR_QUEST_ZONE01	1	4095	0	5	6	0	0	0	0	1	1	1	0	101024	101025	0	0	0	0
1118	STR_QUEST_NAME_Q1118	5	STR_QUEST_ZONE01	1	4095	0	6	6	0	0	0	0	0	1	1	0	101026	101027	0	0	0	0
1119	STR_QUEST_NAME_Q1119	5	STR_QUEST_ZONE01	1	4095	0	6	6	0	0	0	0	0	1	1	0	101011	101028	0	0	0	0
1120	STR_QUEST_NAME_Q1120	5	STR_QUEST_ZONE01	1	4095	0	6	6	0	0	0	0	1	1	1	0	101029	101030	0	0	0	0
1121	STR_QUEST_NAME_Q1121	5	STR_QUEST_ZONE01	1	4095	0	6	7	0	0	0	0	1	1	1	0	101031	101032	0	0	0	0
1122	STR_QUEST_NAME_Q1122	5	STR_QUEST_ZONE01	1	4095	0	7	7	70897	0	0	0	0	1	1	0	101022	101033	101034	101035	0	0
1123	STR_QUEST_NAME_Q1123	5	STR_QUEST_ZONE01	1	4095	0	7	7	0	0	0	0	1	1	1	0	101036	101037	0	0	0	0
1124	STR_QUEST_NAME_Q1124	5	STR_QUEST_ZONE01	1	4095	0	7	7	70896	0	0	0	0	1	1	0	101036	101038	0	0	0	0
1125	STR_QUEST_NAME_Q1125	5	STR_QUEST_ZONE01	1	4095	0	7	8	0	0	0	0	1	1	1	0	101039	101040	0	0	0	0
1126	STR_QUEST_NAME_Q1126	5	STR_QUEST_ZONE01	1	4095	0	7	8	0	0	0	0	1	1	1	0	101041	101042	0	0	0	0
1127	STR_QUEST_NAME_Q1127	5	STR_QUEST_ZONE01	1	4095	0	6	7	0	0	0	0	0	1	1	0	101043	101044	0	0	0	0
1129	STR_QUEST_NAME_Q1129	5	STR_QUEST_ZONE01	1	4095	0	8	9	0	0	0	0	1	1	1	0	101039	101045	0	0	0	0
1130	STR_QUEST_NAME_Q1130	0	STR_QUEST_ZONE02	1	4095	0	10	10	0	0	0	0	0	0	1	0	101046	101047	0	0	0	0
1131	STR_QUEST_NAME_Q1131	5	STR_QUEST_ZONE02	1	4095	0	10	10	0	0	0	0	0	1	1	0	101048	101049	0	0	0	0
1132	STR_QUEST_NAME_Q1132	5	STR_QUEST_ZONE02	1	4095	0	10	10	70912	0	0	0	0	1	1	0	101050	101051	0	0	0	0
1133	STR_QUEST_NAME_Q1133	5	STR_QUEST_ZONE02	1	4095	0	10	10	0	0	0	0	1	1	1	0	101052	101053	0	0	0	0
1134	STR_QUEST_NAME_Q1134	5	STR_QUEST_ZONE02	1	4095	0	10	10	0	0	0	0	1	1	1	0	101054	101055	0	0	0	0
1135	STR_QUEST_NAME_Q1135	5	STR_QUEST_ZONE02	1	4095	0	10	10	0	0	0	0	1	1	1	0	101056	101057	0	0	0	0
1136	STR_QUEST_NAME_Q1136	5	STR_QUEST_ZONE02	1	4095	0	10	11	0	0	0	0	1	1	1	0	101058	101059	0	0	0	0
1137	STR_QUEST_NAME_Q1137	5	STR_QUEST_ZONE02	1	4095	0	10	11	0	0	0	0	0	1	1	0	101060	101061	0	0	0	0
1138	STR_QUEST_NAME_Q1138	5	STR_QUEST_ZONE02	1	4095	0	11	11	0	0	0	0	1	1	1	0	101062	101063	0	0	0	0
1139	STR_QUEST_NAME_Q1139	5	STR_QUEST_ZONE02	1	4095	0	11	12	0	0	0	0	1	1	1	0	101064	101065	0	0	0	0
1140	STR_QUEST_NAME_Q1140	5	STR_QUEST_ZONE02	1	4095	0	11	11	0	0	0	0	1	1	1	0	101066	101067	0	0	0	0
1141	STR_QUEST_NAME_Q1141	5	STR_QUEST_ZONE02	1	4095	0	11	12	70924	0	0	0	0	1	1	0	101068	101069	0	0	0	0
1142	STR_QUEST_NAME_Q1142	5	STR_QUEST_ZONE02	1	4095	0	13	13	0	0	0	0	0	1	1	0	101070	101071	0	0	0	0
1143	STR_QUEST_NAME_Q1143	5	STR_QUEST_ZONE02	1	4095	0	11	12	0	0	0	0	1	1	1	0	101068	101072	0	0	0	0
1144	STR_QUEST_NAME_Q1144	5	STR_QUEST_ZONE02	1	4095	0	11	12	0	0	0	0	1	1	1	0	101068	101073	0	0	0	0
1145	STR_QUEST_NAME_Q1145	5	STR_QUEST_ZONE02	1	4095	0	11	11	0	0	0	0	1	1	1	0	101064	101074	0	0	0	0
1146	STR_QUEST_NAME_Q1146	5	STR_QUEST_ZONE02	1	4095	0	12	12	0	0	0	0	0	1	1	0	101066	101075	0	0	0	0
1147	STR_QUEST_NAME_Q1147	5	STR_QUEST_ZONE02	1	4095	0	12	13	0	0	0	0	0	1	1	0	101052	101076	0	0	0	0
1148	STR_QUEST_NAME_Q1148	5	STR_QUEST_ZONE02	1	4095	0	12	13	0	0	0	0	1	1	1	0	101077	101078	0	0	0	0
1149	STR_QUEST_NAME_Q1149	5	STR_QUEST_ZONE02	1	4095	0	14	15	0	0	0	0	0	1	1	0	101079	101080	0	0	0	0
1150	STR_QUEST_NAME_Q1150	5	STR_QUEST_ZONE02	1	4095	0	11	11	0	0	0	0	0	1	1	0	101081	101082	0	0	0	0
1151	STR_QUEST_NAME_Q1151	5	STR_QUEST_ZONE02	1	4095	0	11	12	70931	0	0	0	0	1	1	0	101083	101084	0	0	0	0
1152	STR_QUEST_NAME_Q1152	5	STR_QUEST_ZONE02	1	4095	0	12	12	0	0	0	0	0	1	1	0	101085	101086	0	0	0	0
1153	STR_QUEST_NAME_Q1153	5	STR_QUEST_ZONE02	1	4095	0	12	13	70933	0	0	0	0	1	1	0	101087	101088	0	0	0	0
1154	STR_QUEST_NAME_Q1154	5	STR_QUEST_ZONE02	1	4095	0	13	15	0	0	0	0	1	1	1	0	101089	101090	0	0	0	0
1155	STR_QUEST_NAME_Q1155	5	STR_QUEST_ZONE02	1	4095	0	13	14	70927	0	0	0	0	1	1	0	101091	101092	0	0	0	0
1156	STR_QUEST_NAME_Q1156	5	STR_QUEST_ZONE02	1	4095	0	14	14	0	0	0	0	1	1	1	0	101093	101094	0	0	0	0
1157	STR_QUEST_NAME_Q1157	5	STR_QUEST_ZONE02	1	4095	0	14	14	70936	0	0	0	0	1	1	0	101095	101096	0	0	0	0
1158	STR_QUEST_NAME_Q1158	5	STR_QUEST_ZONE02	1	4095	0	14	14	70941	0	0	0	0	1	1	0	101095	101097	0	0	0	0
1159	STR_QUEST_NAME_Q1159	5	STR_QUEST_ZONE02	1	4095	0	13	15	0	0	0	0	1	1	1	0	101098	101099	0	0	0	0
1160	STR_QUEST_NAME_Q1160	5	STR_QUEST_ZONE02	1	4095	0	14	14	0	0	0	0	1	1	1	0	101100	101101	0	0	0	0
1161	STR_QUEST_NAME_Q1161	5	STR_QUEST_ZONE02	1	4095	0	10	10	0	0	0	0	1	1	0	0	101102	101103	0	0	0	0
1162	STR_QUEST_NAME_Q1162	5	STR_QUEST_ZONE02	1	4095	0	15	16	0	0	0	0	0	1	1	0	101104	101105	101106	0	0	0
1163	STR_QUEST_NAME_Q1163	5	STR_QUEST_ZONE02	1	4095	0	15	16	70798	0	0	0	0	1	1	0	101052	101107	0	0	0	0
1164	STR_QUEST_NAME_Q1164	5	STR_QUEST_ZONE02	1	4095	0	13	14	0	0	0	0	0	1	1	0	101108	101109	0	0	0	0
1165	STR_QUEST_NAME_Q1165	5	STR_QUEST_ZONE02	1	4095	0	14	16	0	0	0	0	0	1	1	0	101110	101111	0	0	0	0
1166	STR_QUEST_NAME_Q1166	5	STR_QUEST_ZONE02	1	4095	0	14	15	0	0	0	0	1	1	1	0	101112	101113	0	0	0	0
1167	STR_QUEST_NAME_Q1167	5	STR_QUEST_ZONE02	1	4095	0	15	15	0	0	0	0	1	1	1	0	101114	101115	0	0	0	0
1168	STR_QUEST_NAME_Q1168	5	STR_QUEST_ZONE02	1	4095	0	14	15	0	0	0	0	1	1	1	0	101116	101117	0	0	0	0
1169	STR_QUEST_NAME_Q1169	5	STR_QUEST_ZONE02	1	4095	0	14	15	70952	0	0	0	0	1	1	0	101091	101118	0	0	0	0
1170	STR_QUEST_NAME_Q1170	5	STR_QUEST_ZONE02	1	4095	0	15	15	0	0	0	0	0	1	1	0	101119	101120	0	0	0	0
1171	STR_QUEST_NAME_Q1171	5	STR_QUEST_ZONE02	1	4095	0	14	15	0	0	0	0	0	1	1	0	101121	101122	0	0	0	0
1172	STR_QUEST_NAME_Q1172	5	STR_QUEST_ZONE02	1	4095	0	16	17	0	0	0	0	1	1	1	0	101062	101123	0	0	0	0
1173	STR_QUEST_NAME_Q1173	5	STR_QUEST_ZONE02	1	4095	0	16	16	0	0	0	0	1	1	1	0	101124	101125	0	0	0	0
1174	STR_QUEST_NAME_Q1174	5	STR_QUEST_ZONE02	1	4095	0	15	16	0	0	0	0	1	1	1	0	101124	101126	0	0	0	0
1175	STR_QUEST_NAME_Q1175	5	STR_QUEST_ZONE02	1	4095	0	16	17	0	0	0	0	1	1	1	0	101127	101128	0	0	0	0
1176	STR_QUEST_NAME_Q1176	5	STR_QUEST_ZONE02	1	4095	0	16	17	0	0	0	0	1	1	1	0	101129	101130	0	0	0	0
1177	STR_QUEST_NAME_Q1177	5	STR_QUEST_ZONE02	1	4095	0	16	17	0	0	0	0	1	1	1	0	101127	101131	0	0	0	0
1178	STR_QUEST_NAME_Q1178	5	STR_QUEST_ZONE02	1	4095	0	16	17	0	0	0	0	1	1	1	0	101124	101132	0	0	0	0
1179	STR_QUEST_NAME_Q1179	5	STR_QUEST_ZONE02	1	4095	0	16	17	0	0	0	0	1	1	1	0	101129	101133	0	0	0	0
1180	STR_QUEST_NAME_Q1180	5	STR_QUEST_ZONE02	1	4095	0	16	18	0	0	0	0	0	1	1	0	101134	101135	0	0	0	0
1181	STR_QUEST_NAME_Q1181	5	STR_QUEST_ZONE02	1	4095	0	16	18	0	0	0	0	1	1	1	0	101136	101137	0	0	0	0
1182	STR_QUEST_NAME_Q1182	5	STR_QUEST_ZONE02	1	4095	0	17	18	0	0	0	0	0	1	1	0	101138	101139	0	0	0	0
1183	STR_QUEST_NAME_Q1183	5	STR_QUEST_ZONE02	1	4095	0	17	18	0	0	0	0	1	1	1	0	101140	101141	0	0	0	0
1184	STR_QUEST_NAME_Q1184	5	STR_QUEST_ZONE02	1	4095	0	17	18	0	0	0	0	0	1	1	0	101142	101143	0	0	0	0
1185	STR_QUEST_NAME_Q1185	5	STR_QUEST_ZONE02	1	4095	0	17	18	0	0	0	0	1	1	1	0	101144	101145	0	0	0	0
1186	STR_QUEST_NAME_Q1186	5	STR_QUEST_ZONE02	1	4095	0	17	18	0	0	0	0	1	1	1	0	101140	101146	0	0	0	0
1187	STR_QUEST_NAME_Q1187	5	STR_QUEST_ZONE02	1	4095	0	10	10	0	0	0	0	1	1	0	0	101102	101147	0	0	0	0
1188	STR_QUEST_NAME_Q1188	5	STR_QUEST_ZONE02	1	4095	0	17	19	0	0	0	0	1	1	1	0	101148	101149	0	0	0	0
1189	STR_QUEST_NAME_Q1189	5	STR_QUEST_ZONE02	1	4095	0	17	18	0	0	0	0	1	1	1	0	101150	101151	0	0	0	0
1190	STR_QUEST_NAME_Q1190	5	STR_QUEST_ZONE02	1	4095	0	17	19	0	0	0	0	1	1	1	0	101152	101153	0	0	0	0
1191	STR_QUEST_NAME_Q1191	5	STR_QUEST_ZONE02	1	4095	0	17	19	0	0	0	0	0	1	1	0	101154	101155	0	0	0	0
1192	STR_QUEST_NAME_Q1192	5	STR_QUEST_ZONE02	1	4095	0	18	19	0	0	0	0	0	1	1	0	101156	101157	0	0	0	0
1193	STR_QUEST_NAME_Q1193	5	STR_QUEST_ZONE02	1	4095	0	18	19	70972	0	0	0	0	1	1	0	101156	101158	0	0	0	0
1194	STR_QUEST_NAME_Q1194	5	STR_QUEST_ZONE02	1	4095	0	18	19	70977	0	0	0	0	1	1	0	101156	101159	0	0	0	0
1195	STR_QUEST_NAME_Q1195	5	STR_QUEST_ZONE02	1	4095	0	99	20	70975	0	0	0	0	1	1	0	101156	0	0	0	0	0
1196	STR_QUEST_NAME_Q1196	5	STR_QUEST_ZONE02	1	4095	0	16	18	0	0	0	0	1	1	0	1	101160	101161	0	0	0	0
1197	STR_QUEST_NAME_Q1197	5	STR_QUEST_ZONE02	1	4095	0	14	14	0	0	0	0	0	1	1	0	101162	101163	0	0	0	0
1198	STR_QUEST_NAME_Q1198	5	STR_QUEST_ZONE02	1	4095	0	12	12	0	0	0	0	0	1	1	0	101164	101165	0	0	0	0
1199	STR_QUEST_NAME_Q1199	5	STR_QUEST_ZONE02	1	4095	0	15	15	0	0	0	0	0	1	1	0	101166	101167	0	0	0	0
1200	STR_QUEST_NAME_Q1200	5	STR_QUEST_ZONE02	1	4095	0	15	17	70981	0	0	0	0	1	1	0	101168	101169	0	0	0	0
1201	STR_QUEST_NAME_Q1201	5	STR_QUEST_ZONE02	1	4095	0	10	10	70916	0	0	0	0	1	100	0	101056	101170	0	0	0	0
1202	STR_QUEST_NAME_Q1202	5	STR_QUEST_ZONE02	1	4095	0	16	17	70967	0	0	0	0	1	100	0	101136	101171	0	0	0	0
1203	STR_QUEST_NAME_Q1203	5	STR_QUEST_ZONE02	1	4095	0	17	18	70965	0	0	0	0	1	100	0	101140	101172	0	0	0	0
1204	STR_QUEST_NAME_Q1204	5	STR_QUEST_ZONE02	1	4095	0	17	18	70957	0	0	0	0	1	100	0	101150	101173	0	0	0	0
1205	STR_QUEST_NAME_Q1205	5	STR_QUEST_ZONE01	1	4095	0	3	3	0	0	0	0	0	0	1	0	100918	101174	101174	101174	101174	0
1206	STR_QUEST_NAME_Q1206	5	STR_QUEST_ZONE01	1	4095	0	2	2	0	0	0	0	1	1	1	0	101026	101175	0	0	0	0
1207	STR_QUEST_NAME_Q1207	5	STR_QUEST_ZONE01	1	4095	0	7	8	0	0	0	0	1	1	1	0	101029	101176	0	0	0	0
1208	STR_QUEST_NAME_Q1208	5	STR_QUEST_ZONE02	1	4095	0	13	14	0	0	0	0	1	1	1	0	101177	101178	0	0	0	0
1210	STR_QUEST_NAME_Q1210	5	STR_QUEST_ZONE02	1	4095	0	16	17	0	0	0	0	1	1	1	0	101134	101179	0	0	0	0
1213	STR_QUEST_NAME_Q1213	5	STR_QUEST_ZONE02	1	4095	0	15	16	0	0	0	0	1	1	1	0	101180	101181	0	0	0	0
1214	STR_QUEST_NAME_Q1214	5	STR_QUEST_ZONE02	1	4095	0	15	17	0	0	0	0	1	1	1	0	101180	101182	0	0	0	0
1215	STR_QUEST_NAME_Q1215	5	STR_QUEST_ZONE02	1	4095	0	17	18	0	0	0	0	1	1	1	0	101183	101184	0	0	0	0
1216	STR_QUEST_NAME_Q1216	5	STR_QUEST_ZONE02	1	4095	0	17	19	0	0	0	0	1	1	1	0	101185	101186	0	0	0	0
1217	STR_QUEST_NAME_Q1217	5	STR_QUEST_ZONE02	1	4095	0	17	19	0	0	0	0	1	1	1	0	101187	101188	0	0	0	0
1218	STR_QUEST_NAME_Q1218	5	STR_QUEST_ZONE02	1	4095	0	19	19	0	0	0	0	0	1	1	0	101189	101190	0	0	0	0
1219	STR_QUEST_NAME_Q1219	5	STR_QUEST_ZONE02	1	4095	0	19	20	70997	0	0	0	0	1	1	0	101183	101191	0	0	0	0
1220	STR_QUEST_NAME_Q1220	5	STR_QUEST_ZONE02	1	4095	0	19	20	71000	0	0	0	0	1	1	0	101183	101192	0	0	0	0
