23	29902	
id	name	title	level	civ	tribe	hidenpc	icon	hpgauge	uitype	script	stationary	sensory	sensoryshort	speed	bound	altitude	scale	matdamage	matfoot	attackfx	mesh	attackdelay
201022	STR_SUMMON_FIRE	0	9	29	72955	0	72967	3	25	72935	0	15	0	72968	72937	0.7	1	279	0	72969	72938	2
201023	STR_SUMMON_FIRE	0	9	29	72958	0	72967	3	25	72935	0	15	0	72968	72937	0.7	1	279	0	72969	72938	2
201024	STR_SUMMON_WATER	0	18	29	72955	0	72970	3	25	72935	0	15	0	72971	72952	0.4	1	281	72972	72973	72954	2
201025	STR_SUMMON_WATER	0	18	29	72958	0	72970	3	25	72935	0	15	0	72971	72952	0.4	1	281	72972	72973	72954	2
201026	STR_SUMMON_WATER	0	30	29	72955	0	72970	3	25	72935	0	15	0	72974	72975	0.6	1	281	0	72973	72976	2
201027	STR_SUMMON_WATER	0	30	29	72958	0	72970	3	25	72935	0	15	0	72974	72975	0.6	1	281	0	72973	72976	2
201028	STR_SUMMON_FIRE	0	21	29	72955	0	72967	3	25	72935	0	15	0	72977	72978	0.87	1	279	0	72969	72979	2
201029	STR_SUMMON_FIRE	0	21	29	72958	0	72967	3	25	72935	0	15	0	72977	72978	0.87	1	279	0	72969	72979	2
201030	STR_SUMMON_FIRE	0	33	29	72958	0	72967	3	25	72935	0	15	0	72980	72981	0.7	1	279	0	72969	72982	2
201031	STR_SUMMON_FIRE	0	33	29	72955	0	72967	3	25	72935	0	15	0	72980	72981	0.7	1	279	0	72969	72982	2
201032	STR_SUMMON_WATER	0	40	29	72955	0	72970	3	25	72935	0	15	0	72983	72984	0	1	281	0	72973	72985	2
201033	STR_SUMMON_WATER	0	40	29	72958	0	72970	3	25	72935	0	15	0	72983	72984	0	1	281	0	72973	72985	2
201034	STR_SUMMON_FIRE	0	43	29	72955	0	72967	3	25	72935	0	15	0	72980	72986	0.5	1	279	0	72969	72987	2
201035	STR_SUMMON_FIRE	0	43	29	72958	0	72967	3	25	72935	0	15	0	72980	72986	0.5	1	279	0	72969	72987	2
201036	STR_SUMMON_WIND	0	46	29	72955	0	72959	3	25	72935	0	15	0	72988	72989	0	1	269	0	72960	72990	2.4
201037	STR_SUMMON_WIND	0	46	29	72958	0	72959	3	25	72935	0	15	0	72988	72989	0	1	269	0	72960	72990	2.4
201038	STR_SUMMON_EARTH	0	50	29	72955	0	72956	3	25	72935	0	15	0	72961	72991	1.8	1	283	0	72957	72992	2.04
201039	STR_SUMMON_EARTH	0	50	29	72958	0	72956	3	25	72935	0	15	0	72961	72991	1.8	1	283	0	72957	72992	2.04
201040	STR_LIGHT_SUMMON_TEMPESTELEMENTAL_G1	0	49	29	72955	0	72970	3	25	72935	0	15	0	72993	72994	1.96	1.2	281	0	72973	72995	1.8
201041	STR_DARK_SUMMON_MAGMAELEMENTAL_G1	0	49	29	72958	0	72967	3	25	72935	0	15	0	72924	72996	0	1.2	279	0	72969	72997	2
201042	STR_SLAVE_GUARDIANSOUL	0	36	0	72934	0	72918	1	27	72922	0	5	0	72920	72998	0	0.7	279	0	0	72999	6
201043	STR_SLAVE_GUARDIANSOUL	0	36	0	72917	0	72918	1	27	72922	0	5	0	72920	72998	0	0.7	279	0	0	72999	6
201044	STR_SLAVE_GUARDIANSOUL	0	36	0	72917	0	72918	1	27	72922	0	5	0	72920	72998	0	0.7	279	0	0	72999	6
201045	STR_SLAVE_GUARDIANSOUL	0	36	1	72934	0	72918	1	27	72922	0	5	0	72920	72998	0	0.7	279	0	0	72999	6
201046	STR_CURSEDTREE	0	50	3	72917	0	72918	3	4	73000	0	0	0	73001	73002	0	1	0	0	0	73003	2
201047	STR_CH_SPRITUALBEAR_G1_NPC	0	20	0	72917	0	72918	3	17	73004	0	10	0	73005	73006	0	1	269	471	73007	73008	2.04
201048	STR_CH_FALLENBEAR_G1_NPC	0	20	1	72934	0	72918	3	17	73004	0	10	0	73009	73010	0	1	269	73011	73007	73012	2.04
201049	STR_SUMMON_FIRE	0	9	29	72955	0	72918	3	8	72935	0	15	0	73013	72937	0	1	279	0	72969	73014	2
201050	STR_SUMMON_WATER	0	18	29	72958	0	72918	3	8	72935	0	15	0	73015	72952	0.4	1	281	72972	72973	73016	2
201051	STR_SUMMON_FIRE	0	9	29	72955	0	72918	3	8	72935	0	15	0	73013	72937	0	1	279	0	72969	73014	2
201052	STR_SUMMON_FIRE	0	9	29	72955	0	72918	3	8	72935	0	15	0	73013	72937	0	1	279	0	72969	73014	2
201053	STR_SUMMON_WATER	0	18	29	72958	0	72918	3	8	72935	0	15	0	73015	72952	0.4	1	281	72972	72973	73016	2
201054	STR_ABYSS_SIEGE_PET	0	39	29	72955	0	72918	12	8	72935	0	15	0	73017	73018	0	0.8	279	0	72969	73019	2
201055	STR_ABYSS_SIEGE_PET	0	39	29	72958	0	72918	12	8	72935	0	15	0	73017	73020	0	0.8	279	0	72969	73021	2
201056	STR_ABYSS_SIEGE_PET_2	0	55	29	72955	0	72918	20	8	72935	0	15	0	73017	73018	0	1.2	279	0	72969	73019	2
201057	STR_ABYSS_SIEGE_PET_2	0	55	29	72958	0	72918	20	8	72935	0	15	0	73017	73020	0	1.2	279	0	72969	73021	2
201058	STR_ABYSS_SIEGE_PET	0	49	29	72955	0	72918	12	8	72935	0	15	0	73017	73018	0	0.8	279	0	72969	73019	2
201059	STR_ABYSS_SIEGE_PET	0	49	29	72958	0	72918	12	8	72935	0	15	0	73017	73020	0	0.8	279	0	72969	73021	2
201060	STR_SUMMON_WATER	0	52	29	72955	0	72970	3	25	72935	0	15	0	73022	73023	0	1	281	72972	72973	73024	2
201061	STR_SUMMON_WATER	0	52	29	72958	0	72970	3	25	72935	0	15	0	73022	73023	0	1	281	72972	72973	73024	2
202500	STR_NPC_LYCAN_POLYMORPH_SKILL	0	40	6	73025	0	73026	3	17	73027	0	7	3	73028	73029	0	1	288	471	73030	73031	2
202501	STR_NPC_LYCAN_POLYMORPH_SKILL	0	40	6	73025	0	73026	3	17	73027	0	7	3	73028	73029	0	1	288	471	73030	73032	2
202502	STR_ABYSS_RANKERSKILL_LIGHT_AVATAR	0	20	0	72917	0	72918	3	17	73004	0	10	0	73005	73033	0	1.5	269	471	73007	73034	2.04
202503	STR_ABYSS_RANKERSKILL_LIGHT_AVATAR	0	20	0	72917	0	72918	3	17	73004	0	10	0	73005	73033	0	1.5	269	471	73007	73034	2.04
202504	STR_ABYSS_RANKERSKILL_LIGHT_AVATAR	0	20	0	72917	0	72918	3	17	73004	0	10	0	73005	73033	0	2	269	471	73007	73034	2.04
202505	STR_ABYSS_RANKERSKILL_LIGHT_AVATAR	0	20	0	72917	0	72918	3	17	73004	0	10	0	73005	73033	0	2.5	269	471	73007	73034	2.04
202506	STR_ABYSS_RANKERSKILL_LIGHT_AVATAR	0	20	0	72917	0	72918	3	17	73004	0	10	0	73005	73033	0	2.5	269	471	73007	73034	2.04
202507	STR_ABYSS_RANKERSKILL_DARK_AVATAR	0	20	1	72934	0	72918	3	17	73004	0	10	0	73005	73033	0	1.5	269	471	73007	73035	2.04
202508	STR_ABYSS_RANKERSKILL_DARK_AVATAR	0	20	1	72934	0	72918	3	17	73004	0	10	0	73005	73033	0	1.5	269	471	73007	73035	2.04
202509	STR_ABYSS_RANKERSKILL_DARK_AVATAR	0	20	1	72934	0	72918	3	17	73004	0	10	0	73005	73033	0	2	269	471	73007	73035	2.04
202510	STR_ABYSS_RANKERSKILL_DARK_AVATAR	0	20	1	72934	0	72918	3	17	73004	0	10	0	73005	73033	0	2.5	269	471	73007	73035	2.04
202511	STR_ABYSS_RANKERSKILL_DARK_AVATAR	0	20	1	72934	0	72918	3	17	73004	0	10	0	73005	73033	0	2.5	269	471	73007	73035	2.04
202512	STR_NPC_DF3_LEHPARASNNAMEDDF_Q	STR_NPCTITLE_LEHPAR_UNKNOWN	43	25	72934	0	73026	14	17	73036	0	8	5	73037	73038	0	1	269	471	73030	73039	1.9
202513	STR_NPC_DF3_LEHPARASNNAMEDDM_Q	STR_NPCTITLE_LEHPAR_UNKNOWN	38	25	72934	0	73026	5	17	73036	0	8	5	73040	73041	0	1	269	471	73030	73039	1.9
202514	STR_NPC_BROWNIE_POLYMORPH_SKILL	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73042	0	1.2	288	471	73030	73043	2
202515	STR_NPC_GRAVEKNIGHT_POLYMORPH_SKILL	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73044	2
202516	STR_NPC_KRALLSCOUT_POLYMORPH_SKILL	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73045	0	1	288	471	73030	73046	2
202517	STR_NPC_SKELETON_POLYMORPH_SKILL	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73047	2
202518	STR_NPC_TESTRESULT_POLYMORPH_SKILL	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73048	0	1	288	471	73030	73049	2
202519	STR_NPC_BROWNIE_POLYMORPH_SKILL	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73042	0	1.2	288	471	73030	73050	2
202520	STR_NPC_GRAVEKNIGHT_POLYMORPH_SKILL	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73051	2
202521	STR_NPC_KRALLSCOUT_POLYMORPH_SKILL	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73045	0	1	288	471	73030	73052	2
202522	STR_NPC_SKELETON_POLYMORPH_SKILL	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73053	2
202523	STR_NPC_TESTRESULT_POLYMORPH_SKILL	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73048	0	1	288	471	73030	73054	2
202524	STR_NPC_POLYMORPH_TESTRESULT	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73049	2
202525	STR_NPC_POLYMORPH_TESTRESULT	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73054	2
202526	STR_NPC_POLYMORPH_CHERUBIM	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73055	2
202527	STR_NPC_POLYMORPH_CHERUBIM	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73056	2
202528	STR_NPC_POLYMORPH_CALYDON_MAGE	0	40	0	72917	0	73057	3	17	73027	0	7	3	73040	73058	0	1	288	471	73030	73059	2
202529	STR_NPC_POLYMORPH_SNOWBEAR	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73060	0	1.2	288	471	73030	73061	2
202530	STR_NPC_POLYMORPH_SNOWBEAR	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73060	0	1.2	288	471	73030	73062	2
202531	STR_KASPA_GUARDIAN_LIGHT	0	20	0	72917	0	72918	3	17	73027	0	10	0	73005	73063	0	1.7	269	471	73007	73064	2.04
202532	STR_KASPA_GUARDIAN_DARK	0	20	1	72917	0	72918	3	17	73027	0	10	0	73005	73063	0	1.7	269	471	73007	73065	2.04
202533	STR_NPC_POLYMORPH_LIGHT_CHERUBIML_250	0	40	0	72917	0	72918	3	17	73027	0	7	3	73066	73045	0	2.5	288	471	73030	73055	2
202534	STR_NPC_POLYMORPH_DARK_CHERUBIMD_250	0	40	1	72934	0	72918	3	17	73027	0	7	3	73066	73045	0	2.5	288	471	73030	73056	2
202535	STR_NPC_POLYMORPH_BEAR	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73067	2
202536	STR_NPC_POLYMORPH_BEAR	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73068	2
202537	STR_NPC_POLYMORPH_SEAMAN	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73069	2
202538	STR_NPC_POLYMORPH_SEAMAN	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73070	2
202539	STR_NPC_POLYMORPH_TIGER	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73071	2
202540	STR_NPC_POLYMORPH_TIGER	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73072	2
202541	STR_NPC_POLYMORPH_WHITETIGER	0	40	3	344	0	73026	3	17	0	0	0	0	73040	73041	0	1	288	471	73030	73073	2
202542	STR_NPC_POLYMORPH_WHITETIGER	0	40	3	344	0	73026	3	17	0	0	0	0	73040	73041	0	1	288	471	73030	73074	2
202543	STR_NPC_POLYMORPH_PINKTIGER	0	40	3	344	0	73026	3	17	0	0	0	0	73040	73041	0	1	288	471	73030	73075	2
202544	STR_NPC_POLYMORPH_PINKTIGER	0	40	3	344	0	73026	3	17	0	0	0	0	73040	73041	0	1	288	471	73030	73076	2
202545	STR_IDCROMEDE_POLYMORPH_CROMEDE	0	37	0	72917	0	73026	3	17	73027	0	8	5	73077	73038	0	1	269	471	73030	73078	2
202546	STR_IDCROMEDE_POLYMORPH_CROMEDE	0	37	1	72934	0	73026	3	17	73027	0	8	5	73077	73038	0	1	269	471	73030	73079	2
202547	STR_NPC_POLYMORPH_PENGUIN	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73080	2
202548	STR_NPC_POLYMORPH_PENGUIN	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73081	2
202549	STR_NPC_POLYMORPH_SHUGO	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73082	2
202550	STR_NPC_POLYMORPH_SHUGO	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73083	2
202551	STR_NPC_POLYMORPH_SCREAMSHUGO	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73084	2
202552	STR_NPC_POLYMORPH_SCREAMSHUGO	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73085	2
202553	STR_NPC_POLYMORPH_PENGUINSANTA	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73086	2
202554	STR_NPC_POLYMORPH_PENGUINSANTA	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73087	2
202555	STR_NPC_POLYMORPH_WHITEBEARSANTA	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73088	2
202556	STR_NPC_POLYMORPH_WHITEBEARSANTA	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73089	2
202557	STR_NPC_POLYMORPH_PINKTIGERSANTA	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73090	2
202558	STR_NPC_POLYMORPH_PINKTIGERSANTA	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73091	2
202559	STR_NPC_POLYMORPH_RABBITSHUGO	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73092	2
202560	STR_NPC_POLYMORPH_RABBITSHUGO	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73093	2
202563	STR_NPC_POLYMORPH_SHUGO	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73094	2
202564	STR_NPC_POLYMORPH_SHUGO	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73095	2
202565	STR_NPC_POLYMORPH_SHUGO	0	40	1	72934	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73096	2
202566	STR_NPC_POLYMORPH_SHUGO	0	40	0	72917	0	73026	3	17	73027	0	7	3	73040	73041	0	1	288	471	73030	73097	2
203000	STR_NPC_NO_NAME	0	1	0	72917	1	72918	3	0	73036	0	5	2	73098	73099	0	1	0	0	0	0	2
203001	STR_NPC_NO_NAME	0	1	1	72934	1	72918	3	0	73036	0	5	2	73098	73099	0	1	0	0	0	0	2
203021	STR_NPC_M_SCALE_150	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.5	269	0	0	73101	2.1
203022	STR_NPC_M_SCALE_120	0	30	0	73100	0	72918	3	8	73027	0	0	0	73102	73048	0	1.2	269	0	0	73103	2.1
203023	STR_NPC_M_SCALE_70	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.7	269	0	0	73104	2.1
203024	STR_NPC_M_SCALE_50	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.5	269	0	0	73105	2.1
203025	STR_NPC_M_SCALE_150	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.5	269	0	0	73106	2.1
203026	STR_NPC_M_SCALE_120	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.2	269	0	0	73107	2.1
203027	STR_NPC_M_SCALE_70	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.7	269	0	0	73108	2.1
203028	STR_NPC_M_SCALE_50	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.5	269	0	0	73109	2.1
203029	STR_NPC_F_SCALE_150	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.5	269	0	0	73110	2.1
203030	STR_NPC_F_SCALE_120	0	30	0	73100	0	72918	3	8	73027	0	0	0	73111	73048	0	1.2	269	0	0	73112	2.1
203031	STR_NPC_F_SCALE_70	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.7	269	0	0	73113	2.1
203032	STR_NPC_F_SCALE_50	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.5	269	0	0	73114	2.1
203033	STR_NPC_F_SCALE_150	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.5	269	0	0	73115	2.1
203034	STR_NPC_F_SCALE_120	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.2	269	0	0	73116	2.1
203035	STR_NPC_F_SCALE_70	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.7	269	0	0	73117	2.1
203036	STR_NPC_F_SCALE_50	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.5	269	0	0	73118	2.1
203037	STR_NPC_M_SCALE_110	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.1	269	0	0	73119	2.1
203038	STR_NPC_M_SCALE_90	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.9	269	0	0	73120	2.1
203039	STR_NPC_M_SCALE_110	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.1	269	0	0	73121	2.1
203040	STR_NPC_M_SCALE_90	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.9	269	0	0	73122	2.1
203041	STR_NPC_F_SCALE_110	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.1	269	0	0	73123	2.1
203042	STR_NPC_F_SCALE_90	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.9	269	0	0	73124	2.1
203043	STR_NPC_F_SCALE_110	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	1.1	269	0	0	73125	2.1
203044	STR_NPC_F_SCALE_90	0	30	0	73100	0	72918	3	8	73027	0	0	0	73001	73048	0	0.9	269	0	0	73126	2.1
203049	STR_NPC_ELPIS	STR_NPCTITLE_MERCENARY_WATCHER	20	0	72917	0	72918	3	8	73127	0	20	6	73001	73048	0	1	269	0	0	73128	2
203050	STR_NPC_KALES	STR_NPCTITLE_FARMER	10	0	72917	0	73129	3	8	73130	0	20	6	73001	73048	0	1	269	0	0	73131	2
203051	STR_NPC_FARM_WORKER	0	2	0	73132	0	72918	3	9	73133	0	10	6	73001	73048	0	1	269	471	0	73134	2.1
203052	STR_NPC_FARM_WORKER	0	2	0	73132	0	72918	3	9	73133	0	20	6	73001	73048	0	1	269	471	0	73135	2.1
203053	STR_NPC_LF1_MERCENARY	0	2	0	73132	0	72918	3	9	73136	0	10	6	73001	73048	0	1	269	471	0	73137	2.1
203054	STR_NPC_LF1_MERCENARY	0	2	0	73132	0	72918	3	9	73136	0	10	6	73001	73048	0	1	269	471	0	73138	2.1
203055	STR_NPC_LF1_MERCENARY	0	2	0	73132	0	72918	3	9	73136	0	10	6	73001	73048	0	1	269	471	0	73139	2.1
203056	STR_NPC_LF1_MERCENARY	0	2	0	73132	0	72918	3	9	73136	0	10	6	73001	73048	0	1	269	471	0	73140	2.1
203057	STR_NPC_MIRES	STR_NPCTITLE_MERCENARY_WATCHER	20	0	72917	0	72918	3	8	73141	0	20	6	73001	73048	0	1	269	0	0	73142	2
203058	STR_NPC_ASTEROS	STR_NPCTITLE_ORACLE	10	0	72917	0	73129	3	8	73143	0	20	6	73001	73048	0	1	269	471	0	73144	2
203059	STR_NPC_POLINIA	STR_NPCTITLE_ORACLE	10	0	72917	0	73129	3	8	73145	0	20	6	73001	73048	0	1	269	471	0	73146	2
203060	STR_NPC_MUNE	STR_NPCTITLE_ARMOR_SELLER	10	0	72917	0	73147	3	8	73148	0	20	6	73001	73048	0	1	269	471	0	73149	2
203061	STR_NPC_UNO	STR_NPCTITLE_FOOD_SELLER	10	0	72917	0	73147	3	8	73150	0	20	6	73001	73048	0	1	269	471	0	73151	2
203062	STR_NPC_AGER	STR_NPCTITLE_FARM_MASTER	10	0	72917	0	73129	3	8	73152	0	20	6	73001	73153	0	1	269	471	0	73154	2
203063	STR_NPC_AMUS	STR_NPCTITLE_WEAPON_SELLER	10	0	72917	0	73147	3	8	73155	0	20	6	73001	73048	0	1	269	471	0	73156	2
203064	STR_NPC_PULA	STR_NPCTITLE_SOUL_HEALER	45	0	72917	0	73157	14	8	73158	0	20	6	73159	73160	0	1	269	471	0	73161	2
203065	STR_NPC_MELAMPUS	STR_NPCTITLE_MERCENARY_FIGHTER	20	0	73162	0	73163	3	8	73164	0	8	0	73165	73048	0	1	269	0	0	73166	2
203066	STR_NPC_TOLEO	STR_NPCTITLE_MERCENARY_FIGHTER	20	0	73167	0	73163	3	8	73168	0	20	6	73165	73048	0	1	269	0	0	73169	2
203067	STR_NPC_KALIO	STR_NPCTITLE_MERCENARY_LEADER	20	0	72917	0	73129	3	8	73170	0	7	3	73001	73048	0	1	269	0	0	73171	2
203068	STR_NPC_BRUTUS	STR_NPCTITLE_MERCENARY_FIGHTER	20	0	73162	0	73163	3	8	73172	0	12	1	73165	73048	0	1	269	0	0	73173	2
203069	STR_NPC_UTEIRON	STR_NPCTITLE_MERCENARY_FIGHTER	20	0	73162	0	73163	3	8	73174	0	12	1	73165	73048	0	1	269	0	0	73175	2
203070	STR_NPC_KUSTANON	STR_NPCTITLE_TELEPORTER	40	0	72917	0	73157	3	8	73176	0	20	6	73001	73177	0	1	269	471	0	73178	2
203071	STR_NPC_MURANES	STR_NPCTITLE_MERCENARY_ADJUTANT	20	0	72917	0	73163	3	8	73179	0	20	6	73001	73048	0	1	269	0	0	73180	2
203072	STR_NPC_FEIRA	STR_NPCTITLE_FISHER	10	0	72917	0	73129	3	12	73181	0	20	6	73001	73048	0	1	269	471	0	73182	2
203073	STR_NPC_BEN	STR_NPCTITLE_FISHER	10	0	72917	0	73129	3	12	73183	0	20	6	73001	73048	0	1	269	471	0	73184	2
203074	STR_NPC_PRANOA	STR_NPCTITLE_FARMER	10	0	72917	0	73129	3	8	73185	0	20	6	73001	73048	0	1	269	0	0	73186	2
203075	STR_NPC_NAMUS	STR_NPCTITLE_WOODCUTTER	20	0	72917	0	73129	3	8	73187	0	20	6	73001	73048	0	1.2	269	0	0	73188	2
203076	STR_NPC_AMPEIS	STR_NPCTITLE_MERCENARY_MESSENGER	20	0	72917	0	72918	3	8	73189	0	20	6	73001	73048	0	1	269	0	0	73190	2
203077	STR_NPC_NIER	STR_NPCTITLE_MERCENARY_RECON	20	0	72917	0	72918	3	8	73191	0	1	0	73165	73048	0	1	269	471	0	73192	2
203078	STR_NPC_FOTIS	STR_NPCTITLE_MERCENARY_RECON	20	0	72917	0	72918	3	8	73193	0	1	0	73165	73048	0	1	269	471	0	73194	2
