28	21437	
id	name	desc	icon	itemtype	cashtype	flavor	itemlevel	playerlevel	sex	civ	spell	cd	cdid	stack	quality	tradein	price	sellnpc	deal	breakable	storage	reuse	expire	anim	vfx	sound	lambda
140000045	STR_STIGMA_KN_KN_MASSIVEPROVOKE_G5	34700	34583	302	0	0	49	34701	0	3	0	0	0	1	2	0	3920	1	1	1	2	0	0	0	0	34584	34702
140000046	STR_STIGMA_KN_KN_CONQUESTMIND_G2	34703	34583	302	0	0	50	17488	0	3	0	0	0	1	2	0	5000	1	1	1	2	0	0	0	0	34584	34704
140000047	STR_STIGMA_RA_RA_SPOUTARROW_G1	34705	34583	302	0	0	20	34706	0	3	0	0	0	1	2	0	600	1	1	1	2	0	0	0	0	34584	34707
140000048	STR_STIGMA_RA_RA_PARALYZEARROW_G1	34708	34583	302	0	0	20	34706	0	3	0	0	0	1	2	0	800	1	1	1	2	0	0	0	0	34584	34709
140000049	STR_STIGMA_RA_RA_BACKDASHSTAB_G1	34710	34583	302	0	0	22	34711	0	3	0	0	0	1	2	0	880	1	1	1	2	0	0	0	0	34584	34712
140000050	STR_STIGMA_RA_RA_SPOUTARROW_G2	34713	34583	302	0	0	25	34714	0	3	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34715
140000051	STR_STIGMA_RA_RA_SILENTARROW_G1	34716	34583	302	0	0	25	34714	0	3	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34717
140000052	STR_STIGMA_RA_RA_LIGHT_HEAVENSTRAP_G1	34718	34583	302	0	0	28	34719	0	1	0	0	0	1	2	0	1120	1	1	1	2	0	0	0	0	34584	34720
140000053	STR_STIGMA_RA_RA_DARK_HEAVENSTRAP_G1	34721	34583	302	0	0	28	34719	0	2	0	0	0	1	2	0	1120	1	1	1	2	0	0	0	0	34584	34722
140000054	STR_STIGMA_RA_RA_SPOUTARROW_G3	34723	34583	302	0	0	31	34724	0	3	0	0	0	1	2	0	1860	1	1	1	2	0	0	0	0	34584	34725
140000055	STR_STIGMA_RA_RA_SILENTARROW_G2	34726	34583	302	0	0	31	34724	0	3	0	0	0	1	2	0	1860	1	1	1	2	0	0	0	0	34584	34727
140000056	STR_STIGMA_RA_RA_LIGHT_FAIRYFLARE_G1	34728	34583	302	0	0	31	34724	0	1	0	0	0	1	2	0	1860	1	1	1	2	0	0	0	0	34584	34729
140000057	STR_STIGMA_RA_RA_DARK_FAIRYFLARE_G1	34730	34583	302	0	0	31	34724	0	2	0	0	0	1	2	0	1860	1	1	1	2	0	0	0	0	34584	34731
140000058	STR_STIGMA_RA_RA_LIGHT_HEAVENSTRAP_G2	34732	34583	302	0	0	34	34733	0	1	0	0	0	1	2	0	2040	1	1	1	2	0	0	0	0	34584	34734
140000059	STR_STIGMA_RA_RA_DARK_HEAVENSTRAP_G2	34735	34583	302	0	0	34	34733	0	2	0	0	0	1	2	0	2040	1	1	1	2	0	0	0	0	34584	34736
140000060	STR_STIGMA_RA_RA_BREATHOFNATURE_G1	34737	34583	302	0	0	34	34733	0	3	0	0	0	1	2	0	2040	1	1	1	2	0	0	0	0	34584	34738
140000061	STR_STIGMA_RA_RA_SPOUTARROW_G4	34739	34583	302	0	0	37	34740	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34741
140000062	STR_STIGMA_RA_RA_SILENTARROW_G3	34742	34583	302	0	0	37	34740	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34743
140000063	STR_STIGMA_RA_RA_MARKSMANMODE_G1	34744	34583	302	0	0	37	34740	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34745
140000064	STR_STIGMA_RA_RA_LIGHT_HEAVENSTRAP_G3	34746	34583	302	0	0	40	34747	0	1	0	0	0	1	2	0	3200	1	1	1	2	0	0	0	0	34584	34748
140000065	STR_STIGMA_RA_RA_DARK_HEAVENSTRAP_G3	34749	34583	302	0	0	40	34747	0	2	0	0	0	1	2	0	3200	1	1	1	2	0	0	0	0	34584	34750
140000066	STR_STIGMA_RA_RA_BREATHOFNATURE_G2	34751	34583	302	0	0	40	34747	0	3	0	0	0	1	2	0	3200	1	1	1	2	0	0	0	0	34584	34752
140000067	STR_STIGMA_RA_RA_SILENTARROW_G4	34753	34583	302	0	0	42	34754	0	3	0	0	0	1	2	0	3360	1	1	1	2	0	0	0	0	34584	34755
140000068	STR_STIGMA_RA_RA_SPOUTARROW_G5	34756	34583	302	0	0	43	34757	0	3	0	0	0	1	2	0	3440	1	1	1	2	0	0	0	0	34584	34758
140000069	STR_STIGMA_RA_SC_TRUESHOTMIND_G1	34759	34583	302	0	0	44	34760	0	3	0	0	0	1	2	0	3520	1	1	1	2	0	0	0	0	34584	34761
140000070	STR_STIGMA_RA_RA_LIGHT_HEAVENSTRAP_G4	34762	34583	302	0	0	46	34763	0	1	0	0	0	1	2	0	3680	1	1	1	2	0	0	0	0	34584	34764
140000071	STR_STIGMA_RA_RA_DARK_HEAVENSTRAP_G4	34765	34583	302	0	0	46	34763	0	2	0	0	0	1	2	0	3680	1	1	1	2	0	0	0	0	34584	34766
140000072	STR_STIGMA_RA_RA_BREATHOFNATURE_G3	34767	34583	302	0	0	46	34763	0	3	0	0	0	1	2	0	3680	1	1	1	2	0	0	0	0	34584	34768
140000073	STR_STIGMA_RA_RA_SILENTARROW_G5	34769	34583	302	0	0	48	34770	0	3	0	0	0	1	2	0	3840	1	1	1	2	0	0	0	0	34584	34771
140000074	STR_STIGMA_RA_RA_RESISTMIND_G1	34772	34583	302	0	0	48	34770	0	3	0	0	0	1	2	0	3840	1	1	1	2	0	0	0	0	34584	34773
140000075	STR_STIGMA_RA_RA_SPOUTARROW_G6	34774	34583	302	0	0	49	34775	0	3	0	0	0	1	2	0	3920	1	1	1	2	0	0	0	0	34584	34776
140000076	STR_STIGMA_AS_AS_CARVESIGNETCHAIN_G1	34777	34583	302	0	0	20	34778	0	3	0	0	0	1	2	0	600	1	1	1	2	0	0	0	0	34584	34779
140000077	STR_STIGMA_AS_AS_QUICKMOVE_G1	34780	34583	302	0	0	20	34778	0	3	0	0	0	1	2	0	800	1	1	1	2	0	0	0	0	34584	34781
140000078	STR_STIGMA_AS_AS_WHISPEROFGALE_G1	34782	34583	302	0	0	22	34783	0	3	0	0	0	1	2	0	880	1	1	1	2	0	0	0	0	34584	34784
140000079	STR_STIGMA_AS_AS_CARVESIGNETCHAIN_G2	34785	34583	302	0	0	25	34786	0	3	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34787
140000080	STR_STIGMA_AS_AS_BLINDSIDE_G1	34788	34583	302	0	0	25	34786	0	3	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34789
140000081	STR_STIGMA_AS_AS_STUNINGINTENTION_G1	34790	34583	302	0	0	28	34791	0	3	0	0	0	1	2	0	1120	1	1	1	2	0	0	0	0	34584	34792
140000082	STR_STIGMA_AS_AS_CARVESIGNETCHAIN_G3	34793	34583	302	0	0	31	34794	0	3	0	0	0	1	2	0	1860	1	1	1	2	0	0	0	0	34584	34795
140000083	STR_STIGMA_AS_AS_BLINDSIDE_G2	34796	34583	302	0	0	31	34794	0	3	0	0	0	1	2	0	1860	1	1	1	2	0	0	0	0	34584	34797
140000084	STR_STIGMA_AS_AS_SIGNETWAVE_G1	34798	34583	302	0	0	34	34799	0	3	0	0	0	1	2	0	2040	1	1	1	2	0	0	0	0	34584	34800
140000085	STR_STIGMA_AS_AS_CARVESIGNETCHAIN_G4	34801	34583	302	0	0	37	34802	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34803
140000086	STR_STIGMA_AS_AS_BLINDSIDE_G3	34804	34583	302	0	0	37	34802	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34805
140000087	STR_STIGMA_AS_AS_VISIOUSEYE_G1	34806	34583	302	0	0	37	34802	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34807
140000088	STR_STIGMA_AS_AS_BLINDINGBURST_G1	34808	34583	302	0	0	37	34802	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34809
140000089	STR_STIGMA_AS_AS_SIGNETWAVE_G2	34810	34583	302	0	0	40	34811	0	3	0	0	0	1	2	0	3200	1	1	1	2	0	0	0	0	34584	34812
140000090	STR_STIGMA_AS_AS_CARVESIGNETCHAIN_G5	34813	34583	302	0	0	41	34814	0	3	0	0	0	1	2	0	3280	1	1	1	2	0	0	0	0	34584	34815
140000091	STR_STIGMA_AS_AS_BLINDSIDE_G4	34816	34583	302	0	0	43	34817	0	3	0	0	0	1	2	0	3440	1	1	1	2	0	0	0	0	34584	34818
140000092	STR_STIGMA_AS_AS_MIRRORATTACK_G1	34819	34583	302	0	0	44	34820	0	3	0	0	0	1	2	0	3520	1	1	1	2	0	0	0	0	34584	34821
140000093	STR_STIGMA_AS_AS_SIGNETWAVE_G3	34822	34583	302	0	0	46	34823	0	3	0	0	0	1	2	0	3680	1	1	1	2	0	0	0	0	34584	34824
140000094	STR_STIGMA_AS_AS_CARVESIGNETCHAIN_G6	34825	34583	302	0	0	47	34826	0	3	0	0	0	1	2	0	3760	1	1	1	2	0	0	0	0	34584	34827
140000095	STR_STIGMA_AS_AS_INSTANTRECALL_G1	34828	34583	302	0	0	48	34829	0	3	0	0	0	1	2	0	3840	1	1	1	2	0	0	0	0	34584	34830
140000096	STR_STIGMA_AS_AS_BLINDSIDE_G5	34831	34583	302	0	0	49	34832	0	3	0	0	0	1	2	0	3920	1	1	1	2	0	0	0	0	34584	34833
140000097	STR_STIGMA_AS_AS_MIRRORATTACK_G2	34834	34583	302	0	0	50	16292	0	3	0	0	0	1	2	0	5000	1	1	1	2	0	0	0	0	34584	34835
140000098	STR_STIGMA_PR_PR_GRACEOFGOD_G1	34836	34583	302	0	0	20	34837	0	3	0	0	0	1	2	0	600	1	1	1	2	0	0	0	0	34584	34838
140000099	STR_STIGMA_PR_PR_BLINDINGLIGHT_G1	34839	34583	302	0	0	20	34837	0	3	0	0	0	1	2	0	800	1	1	1	2	0	0	0	0	34584	34840
140000100	STR_STIGMA_PR_PR_FIRSTAID_G1	34841	34583	302	0	0	25	34842	0	3	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34843
140000101	STR_STIGMA_PR_PR_COURSEWOUND_G1	34844	34583	302	0	0	28	34845	0	3	0	0	0	1	2	0	1120	1	1	1	2	0	0	0	0	34584	34846
140000102	STR_STIGMA_PR_PR_REVERSECONDITION_G1	34847	34583	302	0	0	28	34845	0	3	0	0	0	1	2	0	1120	1	1	1	2	0	0	0	0	34584	34848
140000103	STR_STIGMA_PR_PR_FIRSTAID_G2	34849	34583	302	0	0	31	34850	0	3	0	0	0	1	2	0	1860	1	1	1	2	0	0	0	0	34584	34851
140000104	STR_STIGMA_PR_PR_SAGESWISDOM_G1	34852	34583	302	0	0	34	34853	0	3	0	0	0	1	2	0	2040	1	1	1	2	0	0	0	0	34584	34854
140000105	STR_STIGMA_PR_PR_FIRSTAID_G3	34855	34583	302	0	0	37	34856	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34857
140000106	STR_STIGMA_PR_PR_MASSEMERGENTHEAL_G1	34858	34583	302	0	0	40	34859	0	3	0	0	0	1	2	0	3200	1	1	1	2	0	0	0	0	34584	34860
140000107	STR_STIGMA_PR_PR_FIRSTAID_G4	34861	34583	302	0	0	43	34862	0	3	0	0	0	1	2	0	3440	1	1	1	2	0	0	0	0	34584	34863
140000108	STR_STIGMA_PR_PR_MASSDISPEL_G1	34864	34583	302	0	0	44	34865	0	3	0	0	0	1	2	0	3520	1	1	1	2	0	0	0	0	34584	34866
140000109	STR_STIGMA_PR_PR_MASSEMERGENTHEAL_G2	34867	34583	302	0	0	46	34868	0	3	0	0	0	1	2	0	3680	1	1	1	2	0	0	0	0	34584	34869
140000110	STR_STIGMA_PR_PR_BINDINGHEAL_G1	34870	34583	302	0	0	48	34871	0	3	0	0	0	1	2	0	3840	1	1	1	2	0	0	0	0	34584	34872
140000111	STR_STIGMA_PR_PR_FIRSTAID_G5	34873	34583	302	0	0	49	34874	0	3	0	0	0	1	2	0	3920	1	1	1	2	0	0	0	0	34584	34875
140000112	STR_STIGMA_CH_CH_NIGHTWISH_G1	34876	34583	302	0	0	20	34877	0	3	0	0	0	1	2	0	600	1	1	1	2	0	0	0	0	34584	34878
140000113	STR_STIGMA_CH_CH_HEALINGTANK_G1	34879	34583	302	0	0	20	34877	0	3	0	0	0	1	2	0	800	1	1	1	2	0	0	0	0	34584	34880
140000114	STR_STIGMA_CH_CH_HEALINGTANK_G2	34881	34583	302	0	0	25	34882	0	3	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34883
140000115	STR_STIGMA_CH_CL_IMBUEMANA_G1	34884	34583	302	0	0	25	34882	0	3	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34885
140000116	STR_STIGMA_CH_CH_IMPROVEDALLDEFEND_G1	34886	34583	302	0	0	28	34887	0	3	0	0	0	1	2	0	1120	1	1	1	2	0	0	0	0	34584	34888
140000117	STR_STIGMA_CH_CH_SWORDBIND_G1	34889	34583	302	0	0	28	34887	0	3	0	0	0	1	2	0	1120	1	1	1	2	0	0	0	0	34584	34890
140000118	STR_STIGMA_CH_CH_HEALINGTANK_G3	34891	34583	302	0	0	31	34892	0	3	0	0	0	1	2	0	1860	1	1	1	2	0	0	0	0	34584	34893
140000119	STR_STIGMA_CH_CH_IMPROVEDLIFESTREAM_G1	34894	34583	302	0	0	34	34895	0	3	0	0	0	1	2	0	2040	1	1	1	2	0	0	0	0	34584	34896
140000120	STR_STIGMA_CH_CH_HEALINGTANK_G4	34897	34583	302	0	0	37	34898	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34899
140000121	STR_STIGMA_CH_CL_IMBUEMANA_G2	34900	34583	302	0	0	37	34898	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34901
140000122	STR_STIGMA_CH_CH_IMPROVEDLIFESTREAM_G2	34902	34583	302	0	0	40	34903	0	3	0	0	0	1	2	0	3200	1	1	1	2	0	0	0	0	34584	34904
140000123	STR_STIGMA_CH_CH_IMPROVEDALLATTACK_G1	34905	34583	302	0	0	40	34903	0	3	0	0	0	1	2	0	3200	1	1	1	2	0	0	0	0	34584	34906
140000124	STR_STIGMA_CH_CH_HEALINGTANK_G5	34907	34583	302	0	0	43	34908	0	3	0	0	0	1	2	0	3440	1	1	1	2	0	0	0	0	34584	34909
140000125	STR_STIGMA_CH_CH_CHANT_IMPROVEDRESISTSTUN_G1	34910	34583	302	0	0	44	34911	0	3	0	0	0	1	2	0	3520	1	1	1	2	0	0	0	0	34584	34912
140000126	STR_STIGMA_CH_CH_IMPROVEDLIFESTREAM_G3	34913	34583	302	0	0	46	34914	0	3	0	0	0	1	2	0	3680	1	1	1	2	0	0	0	0	34584	34915
140000127	STR_STIGMA_CH_CH_HEROICSTRIKE_G1	34916	34583	302	0	0	48	34917	0	3	0	0	0	1	2	0	3840	1	1	1	2	0	0	0	0	34584	34918
140000128	STR_STIGMA_CH_CH_HEALINGTANK_G6	34919	34583	302	0	0	49	34920	0	3	0	0	0	1	2	0	3920	1	1	1	2	0	0	0	0	34584	34921
140000129	STR_STIGMA_CH_CL_IMBUEMANA_G3	34922	34583	302	0	0	49	34920	0	3	0	0	0	1	2	0	3920	1	1	1	2	0	0	0	0	34584	34923
140000130	STR_STIGMA_WI_WI_CURSEDTREE_G1	34924	34583	302	0	0	20	34925	0	3	0	0	0	1	2	0	800	1	1	1	2	0	0	0	0	34584	34926
140000131	STR_STIGMA_WI_WI_ARCANEWISDOM_G1	34927	34583	302	0	0	20	34925	0	3	0	0	0	1	2	0	600	1	1	1	2	0	0	0	0	34584	34928
140000132	STR_STIGMA_WI_WI_LIGHT_FROSTPILLAR_G1	34929	34583	302	0	0	25	34930	0	1	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34931
140000133	STR_STIGMA_WI_WI_DARK_FROSTPILLAR_G1	34932	34583	302	0	0	25	34930	0	2	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34933
140000134	STR_STIGMA_WI_WI_COUNTERMAGIC_G1	34934	34583	302	0	0	28	34935	0	3	0	0	0	1	2	0	1120	1	1	1	2	0	0	0	0	34584	34936
140000135	STR_STIGMA_WI_WI_ARCANEPOWER_G1	34937	34583	302	0	0	28	34935	0	3	0	0	0	1	2	0	1120	1	1	1	2	0	0	0	0	34584	34938
140000136	STR_STIGMA_WI_WI_MASSEXPLOSION_G1	34939	34583	302	0	0	34	34940	0	3	0	0	0	1	2	0	2040	1	1	1	2	0	0	0	0	34584	34941
140000137	STR_STIGMA_WI_WI_LIGHT_FROSTPILLAR_G2	34942	34583	302	0	0	37	34943	0	1	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34944
140000138	STR_STIGMA_WI_WI_DARK_FROSTPILLAR_G2	34945	34583	302	0	0	37	34943	0	2	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34946
140000139	STR_STIGMA_WI_WI_ARCANEBOOST_G1	34947	34583	302	0	0	37	34943	0	3	0	0	0	1	2	0	2220	1	1	1	2	0	0	0	0	34584	34948
140000140	STR_STIGMA_WI_WI_COUNTERMAGIC_G2	34949	34583	302	0	0	40	34950	0	3	0	0	0	1	2	0	3200	1	1	1	2	0	0	0	0	34584	34951
140000141	STR_STIGMA_WI_WI_LIGHT_ICYVEINS_G1	34952	34583	302	0	0	44	34953	0	1	0	0	0	1	2	0	3520	1	1	1	2	0	0	0	0	34584	34954
140000142	STR_STIGMA_WI_WI_DARK_ICYVEINS_G1	34955	34583	302	0	0	44	34953	0	2	0	0	0	1	2	0	3520	1	1	1	2	0	0	0	0	34584	34956
140000143	STR_STIGMA_WI_WI_MASSEXPLOSION_G2	34957	34583	302	0	0	46	34958	0	3	0	0	0	1	2	0	3680	1	1	1	2	0	0	0	0	34584	34959
140000144	STR_STIGMA_WI_WI_ICEBARRIER_G1	34960	34583	302	0	0	48	34961	0	3	0	0	0	1	2	0	3840	1	1	1	2	0	0	0	0	34584	34962
140000145	STR_STIGMA_WI_WI_LIGHT_FROSTPILLAR_G3	34963	34583	302	0	0	49	34964	0	1	0	0	0	1	2	0	3920	1	1	1	2	0	0	0	0	34584	34965
140000146	STR_STIGMA_WI_WI_DARK_FROSTPILLAR_G3	34966	34583	302	0	0	49	34964	0	2	0	0	0	1	2	0	3920	1	1	1	2	0	0	0	0	34584	34967
140000147	STR_STIGMA_EL_EL_DRAINENERGY_G1	34968	34583	302	0	0	20	34969	0	3	0	0	0	1	2	0	600	1	1	1	2	0	0	0	0	34584	34970
140000148	STR_STIGMA_EL_EL_BIND_G1	34971	34583	302	0	0	20	34969	0	3	0	0	0	1	2	0	800	1	1	1	2	0	0	0	0	34584	34972
140000149	STR_STIGMA_EL_EL_SYMPATHETICSWITCH_G1	34973	34583	302	0	0	22	34974	0	3	0	0	0	1	2	0	880	1	1	1	2	0	0	0	0	34584	34975
140000150	STR_STIGMA_EL_EL_DRAINENERGY_G2	34976	34583	302	0	0	25	34977	0	3	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34978
140000151	STR_STIGMA_EL_EL_ENCHANTMENTBURST_G1	34979	34583	302	0	0	25	34977	0	3	0	0	0	1	2	0	1000	1	1	1	2	0	0	0	0	34584	34980
