18	4180	
id	desc	type	dispel	hidelog	timemin	timemax	dot	lambda	render	buffaction	moveable	hidelevel	searchlevel	deform	openaerial	noskill	vehicle
227	STR_SKILL_FI_KNEECRASH_ABNORMAL	2	2	0	0	15091	0	135207	135208	0	1	0	0	0	0	0	0
228	STR_SKILL_FI_KNEECRASH_ABNORMAL	2	2	0	0	15091	0	135207	135208	0	1	0	0	0	0	0	0
232	STR_SKILL_FI_SURVIVORSTANCE_ABNORMAL	1	1	135161	135161	135209	135161	135210	0	0	1	0	0	0	0	0	0
236	STR_SKILL_FI_ENFEEBLEHIT_G1_ABNORMAL	2	2	135161	135161	135191	135161	135211	0	0	1	0	0	0	0	0	0
237	STR_SKILL_FI_ENFEEBLEHIT_G1_ABNORMAL	2	2	135161	135161	135191	135161	135212	0	0	1	0	0	0	0	0	0
238	STR_SKILL_FI_ENFEEBLEHIT_G1_ABNORMAL	2	2	135161	135161	135191	135161	135213	0	0	1	0	0	0	0	0	0
239	STR_SKILL_FI_ENFEEBLEHIT_G1_ABNORMAL	2	2	135161	135161	135191	135161	135214	0	0	1	0	0	0	0	0	0
240	STR_SKILL_FI_ENFEEBLEHIT_G1_ABNORMAL	2	2	135161	135161	135191	135161	135215	0	0	1	0	0	0	0	0	0
241	STR_SKILL_FI_RAGESPIRIT_G1_ABNORMAL	1	1	0	0	15057	135216	135217	0	0	1	0	0	0	0	0	0
242	STR_SKILL_FI_RAGESPIRIT_G1_ABNORMAL	1	1	0	0	15057	135216	135218	0	0	1	0	0	0	0	0	0
243	STR_SKILL_FI_RAGESPIRIT_G1_ABNORMAL	1	1	0	0	15057	135216	135219	0	0	1	0	0	0	0	0	0
245	STR_SKILL_FI_BERSERKSTANCE_G1_ABNORMAL	1	1	135153	135153	135220	135153	135221	0	0	1	0	0	0	0	0	0
250	STR_SKILL_FI_PARRYFOCUS_G1_ABNORMAL	1	1	0	0	15072	0	135222	0	0	1	0	0	0	0	0	0
251	0	0	0	135161	135161	135161	135161	135223	0	0	1	0	0	0	0	0	0
252	0	0	0	135161	135161	135161	135161	135224	0	0	1	0	0	0	0	0	0
253	0	0	0	135161	135161	135161	135161	135225	0	0	1	0	0	0	0	0	0
254	0	0	0	135153	135153	135153	135153	135226	0	0	1	0	0	0	0	0	0
258	0	0	0	135197	135197	135197	135197	135227	0	0	1	0	0	0	0	0	0
259	0	0	0	135161	135161	135161	135161	135228	0	0	1	0	0	0	0	0	0
260	0	0	0	135161	135161	135161	135161	135229	0	0	1	0	0	0	0	0	0
262	STR_SKILL_FI_FIRSTBLADE_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
263	STR_SKILL_FI_FIRSTBLADE_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
264	STR_SKILL_FI_HOWLING_G1_ABNORMAL	2	2	0	0	15061	0	135230	0	0	1	0	0	0	0	0	0
265	STR_SKILL_FI_HOWLING_G1_ABNORMAL	2	0	0	0	15061	0	135231	0	0	1	0	0	0	0	0	0
267	STR_SKILL_FI_LOCKDOWNIMPACT_G1_ABNORMAL	2	2	0	0	25130	0	135232	0	0	1	0	0	0	0	0	0
269	STR_SKILL_FI_POTENTIALHEALTH_G1_ABNORMAL	1	1	135153	135153	135233	135153	135234	0	0	1	0	0	0	0	0	0
270	STR_SKILL_FI_POTENTIALHEALTH_G1_ABNORMAL	1	0	135153	135153	135233	135153	135235	0	0	1	0	0	0	0	0	0
272	STR_SKILL_FI_RAMPAGEMODE_G1_ABNORMAL	1	1	135161	135161	135200	135161	135236	0	0	1	0	0	0	0	0	0
287	STR_SKILL_WA_STEADINESS_G1_ABNORMAL	1	1	0	0	135237	0	135238	0	0	1	0	0	0	0	0	0
289	STR_SKILL_FI_TERRABLEHOWLING_G1_ABNORMAL	2	0	0	0	15072	0	135239	0	0	1	0	0	0	0	0	0
290	STR_SKILL_FI_VIGORBODY_G1_ABNORMAL	1	1	0	0	69972	135240	135241	0	0	1	0	0	0	0	0	0
294	0	1	0	135161	135161	135200	135161	135236	0	0	1	0	0	0	0	0	0
296	STR_SKILL_FI_LOCKDOWNIMPACT_G1_ABNORMAL	2	2	0	0	25130	0	135232	0	0	1	0	0	0	0	0	0
299	0	0	0	135161	135161	135161	135161	135242	0	0	1	0	0	0	0	0	0
302	STR_SKILL_FI_VIGORBODY_G1_ABNORMAL	1	0	0	0	69972	135240	135243	0	0	1	0	0	0	0	0	0
305	STR_SKILL_FI_HOWLING_G1_ABNORMAL	2	0	0	0	15072	0	135244	0	0	1	0	0	0	0	0	0
306	STR_SKILL_FI_POTENTIALHEALTH_G1_ABNORMAL	1	0	135153	135153	135233	135153	135245	0	0	1	0	0	0	0	0	0
307	0	0	0	135153	135153	135153	135153	135246	0	0	1	0	0	0	0	0	0
311	0	0	0	135161	135161	135161	135161	135247	0	0	1	0	0	0	0	0	0
312	STR_SKILL_FI_FORCEBLADE_G1_ABNORMAL	2	2	0	15091	15057	0	135248	135249	0	1	0	0	0	0	0	0
314	STR_SKILL_FI_SHAPNESSSWORD_G1_ABNORMAL	1	0	0	0	69972	0	135250	0	0	1	0	0	0	0	0	0
315	STR_SKILL_FI_BLOODLUST_G1_ABNORMAL	1	0	0	0	70010	135251	135252	0	0	1	0	0	0	0	0	0
317	STR_SKILL_FI_DARKNESSWEB_G1_ABNORMAL	2	0	135161	135161	135253	135254	135255	135256	0	1	0	0	0	0	0	0
318	STR_SKILL_FI_SPRITUALROAR_G1_ABNORMAL	1	0	0	0	70010	0	135257	0	0	1	0	0	0	0	0	0
319	STR_SKILL_FI_SLUGHTERROAR_G1_ABNORMAL	1	0	0	0	15072	0	135258	0	0	1	0	0	0	0	0	0
320	STR_SKILL_FI_FORCEBLAST_G1_ABNORMAL	2	2	0	0	15072	0	135259	0	0	1	0	0	0	0	0	0
321	STR_SKILL_FI_SHOCKIMPULSE_G1_ABNORMAL	2	2	0	0	15072	0	135259	0	0	1	0	0	0	0	0	0
322	STR_SKILL_FI_ANKLEGRAB_G1_ABNORMAL	2	2	135161	135161	135191	135161	135260	135208	0	1	0	0	0	0	0	0
323	STR_SKILL_FI_AGGRESIVESLASH_G1_ABNORMAL	2	0	0	0	15072	0	135261	135208	0	1	0	0	0	0	0	0
324	STR_SKILL_FI_AGGRESIVESLASH_G1_ABNORMAL	2	0	0	0	15072	0	135261	135208	0	1	0	0	0	0	0	0
325	STR_SKILL_FI_AGGRESIVESLASH_G1_ABNORMAL	2	0	0	0	15072	0	135261	135208	0	1	0	0	0	0	0	0
326	0	0	0	0	0	0	0	135262	0	0	1	0	0	0	0	0	0
327	0	0	0	0	0	0	0	135262	0	0	1	0	0	0	0	0	0
328	0	0	0	0	0	0	0	135262	0	0	1	0	0	0	0	0	0
333	0	0	0	135153	135153	135153	135153	135263	0	0	1	0	0	0	0	0	0
334	0	0	0	135153	135153	135153	135153	135263	0	0	1	0	0	0	0	0	0
335	STR_SKILL_FI_BOOSTWING_G1_ABNORMAL	1	0	135161	135161	135200	135161	135264	0	0	1	0	0	0	0	0	0
336	0	0	0	0	0	0	0	135118	0	0	1	0	0	0	0	0	0
337	0	0	0	0	0	0	0	135265	0	0	1	0	0	0	0	0	0
338	0	0	0	0	0	0	0	135266	0	0	1	0	0	0	0	0	0
339	0	0	0	0	0	0	0	135267	0	0	1	0	0	0	0	0	0
340	0	0	0	0	0	0	0	135268	0	0	1	0	0	0	0	0	0
341	0	0	0	0	0	0	0	135269	0	0	1	0	0	0	0	0	0
342	0	0	0	0	0	0	0	135270	0	0	1	0	0	0	0	0	0
343	0	0	0	0	0	0	0	135271	0	0	1	0	0	0	0	0	0
344	0	0	0	0	0	0	0	135272	0	0	1	0	0	0	0	0	0
345	0	0	0	0	0	0	0	135273	0	0	1	0	0	0	0	0	0
346	0	0	0	0	0	0	0	135274	0	0	1	0	0	0	0	0	0
347	0	0	0	0	0	0	0	135275	0	0	1	0	0	0	0	0	0
358	0	0	0	0	0	0	0	135276	0	0	1	0	0	0	0	0	0
359	0	0	0	135161	135161	135161	135161	135277	0	0	1	0	0	0	0	0	0
360	0	0	0	0	0	0	0	135278	0	0	1	0	0	0	0	0	0
361	0	0	0	0	0	0	0	135279	0	0	1	0	0	0	0	0	0
366	0	0	0	0	0	0	0	135280	0	0	1	0	0	0	0	0	0
367	0	0	0	0	0	0	0	135281	0	0	1	0	0	0	0	0	0
368	0	0	0	0	0	0	0	135282	0	0	1	0	0	0	0	0	0
369	0	0	0	0	0	0	0	135283	0	0	1	0	0	0	0	0	0
370	0	0	0	0	0	0	0	135284	0	0	1	0	0	0	0	0	0
371	0	0	0	0	0	0	0	135285	0	0	1	0	0	0	0	0	0
372	0	0	0	0	0	0	0	135286	0	0	1	0	0	0	0	0	0
373	0	0	0	0	0	0	0	135287	0	0	1	0	0	0	0	0	0
374	STR_SKILL_FI_HEAVYSWING_G1_ABNORMAL	2	2	0	15091	15057	0	135248	135249	0	1	0	0	0	0	0	0
375	STR_SKILL_FI_LOCKDOWNIMPACT_G1_ABNORMAL	2	2	0	0	25130	0	135232	0	0	1	0	0	0	0	0	0
376	STR_SKILL_FI_HEAVYIMPACT_G1_ABNORMAL	2	2	0	15091	15057	0	135248	135249	0	1	0	0	0	0	0	0
383	STR_SKILL_FI_ENERGYWING_G1_ABNORMAL	1	1	135153	135153	135288	135153	135289	0	0	1	0	0	0	0	0	0
385	0	0	0	135161	135161	135161	135161	135290	0	0	1	0	0	0	0	0	0
386	STR_SKILL_FI_LOCKDOWNIMPACT_G1_ABNORMAL	2	2	0	0	25130	0	135232	0	0	1	0	0	0	0	0	0
388	STR_SKILL_WA_ARMORBREAK_G1_ABNORMAL	2	2	0	0	21869	0	135259	0	0	1	0	0	0	0	0	0
389	STR_SKILL_FI_HEAVYIMPACT_G1_ABNORMAL	2	2	0	15091	15057	0	135248	135249	0	1	0	0	0	0	0	0
390	STR_SKILL_FI_CRUSADE_G1_ABNORMAL	1	1	135197	135197	135291	135197	135292	0	0	1	0	0	0	0	0	0
391	STR_SKILL_FI_BERSERK_G1_ABNORMAL	1	1	135197	135197	135291	135197	135293	0	0	1	0	0	0	0	0	0
396	STR_SKILL_FI_STIGMA_FORCEBLAST_G1_ABNORMAL	2	2	0	0	15072	0	135259	0	0	1	0	0	0	0	0	0
397	STR_SKILL_FI_STIGMA_SHOCKIMPULSE_G1_ABNORMAL	2	2	0	0	15072	0	135259	0	0	1	0	0	0	0	0	0
399	STR_SKILL_FI_STIGMA_SHOCKBURST_G1_ABNORMAL	2	2	0	0	15072	0	135294	0	0	1	0	0	0	0	0	0
400	STR_SKILL_FI_STIGMA_SHOCKBURST_G1_ABNORMAL	2	2	0	0	15072	0	135294	0	0	1	0	0	0	0	0	0
401	STR_SKILL_KN_STIGMA_RESISTARMOR_G1_ABNORMAL	1	1	0	0	15072	0	135295	0	0	1	0	0	0	0	0	0
410	STR_SKILL_KN_BREAKPOWER_G1_ABNORMAL	2	2	0	0	15072	0	135296	0	0	1	0	0	0	0	0	0
411	STR_SKILL_KN_BRAINSTORM_G1_ABNORMAL	2	4	0	0	25176	0	135189	135190	0	1	0	0	0	0	0	0
413	STR_SKILL_KN_INVINSIBLESHIELD_G1_ABNORMAL	1	1	0	0	15072	0	135297	0	0	1	0	0	0	0	0	0
416	STR_SKILL_KN_DESTRUCTWISH_G1_ABNORMAL	1	1	135153	135153	135220	135153	135298	0	0	1	0	0	0	0	0	0
417	STR_SKILL_KN_GRANDPROTECTION_G1_ABNORMAL	1	1	0	0	15072	135216	135299	0	0	1	0	0	0	0	0	0
418	STR_SKILL_KN_GRANDPROTECTION_G1_ABNORMAL	1	0	0	0	15072	135216	135300	0	0	1	0	0	0	0	0	0
419	STR_SKILL_KN_GUARDIAN_G1_ABNORMAL	1	0	0	0	70012	135301	135302	0	0	1	0	0	0	0	0	0
420	STR_SKILL_KN_GUARDIAN_G1_ABNORMAL	1	0	0	0	70012	135301	135303	0	0	1	0	0	0	0	0	0
421	STR_SKILL_KN_GUARDIAN_G1_ABNORMAL	1	0	0	0	70012	135301	135304	0	0	1	0	0	0	0	0	0
422	STR_SKILL_KN_HAMSTRINGSLASH_G1_ABNORMAL	2	0	135161	135161	135191	135161	135211	0	0	1	0	0	0	0	0	0
423	STR_SKILL_KN_HAMSTRINGSLASH_G1_ABNORMAL	2	0	135161	135161	135191	135161	135213	0	0	1	0	0	0	0	0	0
424	STR_SKILL_KN_HOLYWRATH_G1_ABNORMAL	1	1	0	0	15072	135216	135305	0	0	1	0	0	0	0	0	0
425	STR_SKILL_KN_HOLYWRATH_G1_ABNORMAL	1	1	0	0	15072	135216	135306	0	0	1	0	0	0	0	0	0
426	STR_SKILL_KN_IRONBODY_G1_ABNORMAL	1	1	0	0	15072	135216	135307	135308	0	1	0	0	0	0	0	0
427	STR_SKILL_KN_JUDGEMENT_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
434	STR_SKILL_KN_ROBUSTBURST_G1_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
435	STR_SKILL_KN_ROBUSTBURST_G1_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
436	STR_SKILL_KN_ROBUSTBURST_G1_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
437	STR_SKILL_KN_SACREDDIVIDER_G1_ABNORMAL	1	0	0	0	15061	0	135309	0	0	1	0	0	0	0	0	0
438	STR_SKILL_KN_SENTINEL_G1_ABNORMAL	1	1	0	0	70010	0	135310	0	0	1	0	0	0	0	0	0
439	STR_SKILL_KN_SENTINEL_G1_ABNORMAL	1	1	0	0	70010	0	135311	0	0	1	0	0	0	0	0	0
440	STR_SKILL_KN_SENTINEL_G1_ABNORMAL	1	1	0	0	70010	0	135312	0	0	1	0	0	0	0	0	0
446	STR_SKILL_KN_STEADINESS_G1_ABNORMAL	1	0	0	0	15072	0	135238	0	0	1	0	0	0	0	0	0
447	STR_SKILL_KN_BLESSEDSHIELD_G1_ABNORMAL	1	0	135161	135161	135205	135161	135313	0	0	1	0	0	0	0	0	0
448	STR_SKILL_KN_CHAINPROVOKE_G1_ABNORMAL	1	0	0	0	25130	0	135314	0	0	1	0	0	0	0	0	0
450	STR_SKILL_KN_SACREDDIVIDER_G1_ABNORMAL	1	0	0	0	15061	0	135315	0	0	1	0	0	0	0	0	0
453	STR_SKILL_KN_ROBUSTBURST_G1_ABNORMAL	2	4	0	0	25130	0	135189	135190	0	1	0	0	0	0	0	0
455	STR_SKILL_KN_GUARDIAN_G1_ABNORMAL	1	0	0	0	70012	135301	135316	0	0	1	0	0	0	0	0	0
456	STR_SKILL_KN_STEADINESS_G1_ABNORMAL	1	0	0	0	15079	0	135238	0	0	1	0	0	0	0	0	0
457	STR_SKILL_KN_BREAKPOWER_G1_ABNORMAL	2	2	0	0	15072	0	135317	0	0	1	0	0	0	0	0	0
460	STR_SKILL_KN_GRANDPROTECTION_G1_ABNORMAL	1	0	0	0	15072	135216	135300	0	0	1	0	0	0	0	0	0
462	STR_SKILL_KN_CRIPPLINGWAVE_G1_ABNORMAL	2	0	0	0	15065	0	135248	135318	0	1	0	0	0	0	0	0
463	STR_SKILL_KN_EARTHSHACKLE_G1_ABNORMAL	2	0	0	0	15061	0	135319	135208	0	1	0	0	0	0	0	0
466	STR_SKILL_KN_SENTINEL_G1_ABNORMAL	1	1	0	0	70010	0	135320	0	0	1	0	0	0	0	0	0
468	STR_SKILL_KN_CHAOTICWRAITH_G1_ABNORMAL	2	0	0	0	15072	135240	135321	0	0	1	0	0	0	0	0	0
469	STR_SKILL_KN_SAINT_G1_ABNORMAL	1	0	0	0	69972	135322	135323	0	0	1	0	0	0	0	0	0
470	STR_SKILL_KN_ASTRAY_G1_ABNORMAL	1	0	0	0	69972	135322	135324	0	0	1	0	0	0	0	0	0
