6	5343	
id	staticid	npcid	position	bound	type
110010000	913	0	202462	202189	137930
110010000	914	0	202463	202187	137930
110010000	915	0	202464	202187	137930
110010000	221	0	202465	202200	66195
110010000	916	0	202466	202187	137930
110010000	918	0	202467	202187	137930
110010000	919	0	202468	202187	137930
110010000	920	0	202469	202187	137930
110010000	965	0	202470	202187	137930
110010000	921	0	202471	202187	137930
110010000	981	0	202472	202187	137930
110010000	929	0	202473	202187	137930
110010000	922	0	202474	202350	137930
110020000	17	730266	202475	0	202159
110020000	917	0	202476	202187	137930
120010000	1436	730088	202477	202158	202159
120010000	1422	730081	202478	202158	202159
120010000	1421	730080	202479	202158	202159
120010000	1195	700068	202480	81627	202159
120010000	281	730122	202481	202158	202159
120010000	1522	748017	202482	202158	202159
120010000	332	748003	202483	202158	202159
120010000	331	748002	202484	202158	202159
120010000	1433	730085	202485	202158	202159
120010000	611	730017	202486	86106	202159
120010000	55	730181	202487	202158	202159
120010000	38	700368	202488	202489	202159
120010000	330	748001	202490	202158	202159
120010000	1437	730089	202491	202158	202159
120010000	1431	730083	202492	202158	202159
120010000	1432	730084	202493	202158	202159
120010000	279	730121	202494	202158	202159
120010000	286	730123	202495	202158	202159
120010000	287	730124	202496	202158	202159
120010000	610	730018	202497	86106	202159
120010000	622	700079	202498	85407	202159
120010000	1420	730079	202499	202158	202159
120010000	1434	730086	202500	202158	202159
120010000	333	748008	202501	202158	202159
120010000	328	730268	202502	0	202159
120010000	327	730267	202503	86106	202159
120010000	1435	730087	202504	202158	202159
120010000	1430	730082	202505	202158	202159
120010000	334	730219	202506	76915	202159
120010000	1256	700212	202507	202158	202159
120010000	137	0	202508	202200	66195
120010000	1	0	202509	202510	202221
120010000	107	0	202511	202510	202221
120010000	1062	0	202512	202187	137930
120010000	109	0	202513	202514	202213
120010000	1182	0	202515	202187	137930
120010000	1107	0	202516	202187	137930
120010000	1104	0	202517	202187	137930
120010000	1156	0	202518	202187	137930
120010000	1206	0	202519	202187	137930
120010000	1213	0	202520	202187	137930
120010000	1163	0	202521	202187	137930
120010000	282	0	202522	202187	137930
120010000	1033	0	202523	202187	137930
120010000	1086	0	202524	202187	137930
120010000	1083	0	202525	202187	137930
120010000	1333	0	202526	202187	137930
120010000	796	0	202527	202187	137930
120010000	1165	0	202528	202187	137930
120010000	1058	0	202529	202187	137930
120010000	1108	0	202530	202187	137930
120010000	1106	0	202531	202187	137930
120010000	85	0	202532	202187	137930
120010000	1070	0	202533	202187	137930
120010000	1071	0	202534	202187	137930
120010000	1222	0	202535	202187	137930
120010000	1177	0	202536	202187	137930
120010000	1101	0	202537	202187	137930
120010000	1092	0	202538	202187	137930
120010000	2	0	202539	202540	66196
120010000	1120	0	202541	202187	137930
120010000	1244	0	202542	202187	137930
120010000	1032	0	202543	202187	137930
120010000	1149	0	202544	202187	137930
120010000	1096	0	202545	202187	137930
120010000	1184	0	202546	202187	137930
120010000	1168	0	202547	202187	137930
120010000	1093	0	202548	202187	137930
120010000	1099	0	202549	202187	137930
120010000	1079	0	202550	202187	137930
120010000	1246	0	202551	202187	137930
120010000	1141	0	202552	202187	137930
120010000	1247	0	202553	202187	137930
120010000	1050	0	202554	202187	137930
120010000	126	0	202555	202556	66194
120010000	309	0	202557	202187	137930
120010000	108	0	202558	202514	202213
120010000	1250	0	202559	202187	137930
120010000	80	0	202560	202187	137930
120010000	1220	0	202561	202187	137930
120010000	1057	0	202562	202187	137930
120010000	1115	0	202563	202187	137930
120010000	1155	0	202564	202187	137930
120010000	1026	0	202565	202187	137930
120010000	1151	0	202566	202187	137930
120010000	1098	0	202567	202187	137930
120010000	1139	0	202568	202187	137930
120010000	1061	0	202569	202187	137930
120010000	1100	0	202570	202187	137930
120010000	1030	0	202571	202187	137930
120010000	1117	0	202572	202187	137930
120010000	112	0	202573	202227	66191
120010000	1110	0	202574	202187	137930
120010000	1082	0	202575	202187	137930
120010000	1049	0	202576	202187	137930
120010000	1066	0	202577	202187	137930
120010000	116	0	202578	202227	66191
120010000	120	0	202579	202200	66195
120010000	1181	0	202580	202187	137930
120010000	1080	0	202581	202187	137930
120010000	1242	0	202582	202187	137930
120010000	1067	0	202583	202187	137930
120010000	1034	0	202584	202187	137930
120010000	1035	0	202585	202187	137930
120010000	1236	0	202586	202187	137930
120010000	1047	0	202587	202187	137930
120010000	1187	0	202588	202187	137930
120010000	1045	0	202589	202187	137930
120010000	1039	0	202590	202187	137930
120010000	1154	0	202591	202187	137930
120010000	1251	0	202592	202187	137930
120010000	1040	0	202593	202187	137930
120010000	1073	0	202594	202187	137930
120010000	1272	0	202595	202187	137930
120010000	1041	0	202596	202187	137930
120010000	90	0	202597	202187	137930
120010000	1074	0	202598	202187	137930
120010000	1055	0	202599	202187	137930
120010000	1172	0	202600	202187	137930
120010000	1229	0	202601	202187	137930
120010000	1218	0	202602	202187	137930
120010000	1078	0	202603	202187	137930
120010000	1122	0	202604	202187	137930
120010000	1126	0	202605	202187	137930
120010000	72	0	202606	202187	137930
120010000	1060	0	202607	202187	137930
120010000	73	0	202608	202187	137930
120010000	1211	0	202609	202187	137930
120010000	1239	0	202610	202187	137930
120010000	1224	0	202611	202187	137930
120010000	1241	0	202612	202187	137930
120010000	1069	0	202613	202187	137930
120010000	1042	0	202614	202187	137930
120010000	1064	0	202615	202187	137930
120010000	1043	0	202616	202187	137930
120010000	1046	0	202617	202187	137930
120010000	88	0	202618	202187	137930
120010000	1087	0	202619	202187	137930
120010000	1219	0	202620	202187	137930
120010000	1148	0	202621	202187	137930
120010000	1164	0	202622	202187	137930
120010000	113	0	202623	202200	66195
120010000	1048	0	202624	202187	137930
120010000	1123	0	202625	202187	137930
120010000	1215	0	202626	202187	137930
120010000	1162	0	202627	202187	137930
120010000	1189	0	202628	202187	137930
120010000	1084	0	202629	202187	137930
120010000	1051	0	202630	202187	137930
120010000	71	0	202631	202187	137930
120010000	1088	0	202632	202187	137930
120010000	1052	0	202633	202187	137930
120010000	1072	0	202634	202187	137930
120010000	310	0	202635	202187	137930
120010000	1053	0	202636	202187	137930
120010000	1173	0	202637	202187	137930
120010000	121	0	202638	202540	66196
120010000	1146	0	202639	202187	137930
120010000	1054	0	202640	202187	137930
120010000	118	0	202641	202200	66195
120010000	1142	0	202642	202187	137930
120010000	1214	0	202643	202187	137930
120010000	77	0	202644	202187	137930
120010000	1056	0	202645	202187	137930
120010000	1192	0	202646	202187	137930
120010000	1059	0	202647	202187	137930
120010000	1217	0	202648	202187	137930
120010000	1121	0	202649	202187	137930
120010000	1063	0	202650	202187	137930
120010000	1065	0	202651	202187	137930
120010000	1068	0	202652	202187	137930
120010000	1075	0	202653	202187	137930
120010000	1153	0	202654	202187	137930
120010000	1226	0	202655	202187	137930
120010000	1238	0	202656	202187	137930
120010000	1157	0	202657	202187	137930
120010000	1081	0	202658	202187	137930
120010000	1175	0	202659	202187	137930
120010000	125	0	202660	202540	66196
120010000	284	0	202661	202187	137930
120010000	1245	0	202662	202187	137930
120010000	1180	0	202663	202187	137930
120010000	1085	0	202664	202187	137930
120010000	122	0	202665	202540	66196
120010000	1185	0	202666	202187	137930
120010000	84	0	202667	202187	137930
120010000	1235	0	202668	202187	137930
120010000	1113	0	202669	202187	137930
120010000	64	0	202670	202187	137930
120010000	1089	0	202671	202187	137930
120010000	1090	0	202672	202187	137930
120010000	1186	0	202673	202187	137930
120010000	1183	0	202674	202187	137930
120010000	83	0	202675	202187	137930
120010000	1161	0	202676	202187	137930
120010000	1166	0	202677	202187	137930
120010000	1179	0	202678	202187	137930
120010000	1159	0	202679	202187	137930
120010000	1145	0	202680	202187	137930
120010000	1111	0	202681	202187	137930
120010000	1147	0	202682	202187	137930
120010000	127	0	202683	202556	66194
120010000	119	0	202684	202200	66195
120010000	1094	0	202685	202187	137930
120010000	1102	0	202686	202187	137930
120010000	115	0	202687	202227	66191
120010000	1231	0	202688	202187	137930
120010000	1095	0	202689	202187	137930
120010000	1249	0	202690	202187	137930
120010000	1212	0	202691	202187	137930
120010000	1097	0	202692	202187	137930
120010000	1103	0	202693	202187	137930
120010000	1112	0	202694	202187	137930
120010000	1223	0	202695	202187	137930
120010000	1127	0	202696	202187	137930
120010000	31	0	202697	202187	137930
120010000	75	0	202698	202187	137930
120010000	1169	0	202699	202187	137930
120010000	1227	0	202700	202187	137930
120010000	1221	0	202701	202187	137930
120010000	78	0	202702	202187	137930
120010000	141	0	202703	202514	202213
120010000	1116	0	202704	202187	137930
120010000	1332	0	202705	202187	137930
120010000	1228	0	202706	202187	137930
120010000	1118	0	202707	202187	137930
120010000	1150	0	202708	202187	137930
120010000	1178	0	202709	202187	137930
120010000	1240	0	202710	202187	137930
120010000	86	0	202711	202187	137930
120010000	1191	0	202712	202187	137930
120010000	1176	0	202713	202187	137930
120010000	1171	0	202714	202187	137930
120010000	1210	0	202715	202187	137930
120010000	106	0	202716	202510	202221
120010000	1140	0	202717	202187	137930
120010000	5	0	202718	202556	66194
120010000	1124	0	202719	202187	137930
120010000	1225	0	202720	202187	137930
120010000	128	0	202721	202556	66194
120010000	1128	0	202722	202187	137930
120010000	1143	0	202723	202187	137930
120010000	1237	0	202724	202187	137930
120010000	1233	0	202725	202187	137930
120010000	1167	0	202726	202187	137930
120010000	1158	0	202727	202187	137930
120010000	1188	0	202728	202187	137930
120010000	89	0	202729	202187	137930
120010000	105	0	202730	202510	202221
120010000	1152	0	202731	202187	137930
120010000	1160	0	202732	202187	137930
120010000	1174	0	202733	202187	137930
120010000	1190	0	202734	202187	137930
120010000	1208	0	202735	202187	137930
120010000	1207	0	202736	202187	137930
120010000	1209	0	202737	202187	137930
120010000	81	0	202738	202187	137930
120010000	1216	0	202739	202187	137930
120010000	111	0	202740	202227	66191
120010000	3	0	202741	202227	66191
120010000	1230	0	202742	202187	137930
120010000	124	0	202743	202540	66196
120010000	1232	0	202744	202187	137930
120010000	114	0	202745	202200	66195
120010000	1234	0	202746	202187	137930
120010000	1243	0	202747	202187	137930
120010000	1248	0	202748	202187	137930
120010000	74	0	202749	202187	137930
120010000	110	0	202750	202514	202213
120010000	1360	0	202751	202187	137930
120010000	1361	0	202752	202187	137930
120010000	1362	0	202753	202187	137930
120010000	79	0	202754	202187	137930
120010000	1363	0	202755	202187	137930
120010000	1364	0	202756	202187	137930
120010000	1365	0	202757	202187	137930
120010000	1366	0	202758	202187	137930
120010000	123	0	202759	202540	66196
120010000	1367	0	202760	202187	137930
120010000	1368	0	202761	202187	137930
120010000	1369	0	202762	202187	137930
120010000	82	0	202763	202187	137930
120010000	1370	0	202764	202187	137930
120010000	1371	0	202765	202187	137930
120010000	1372	0	202766	202187	137930
120010000	1373	0	202767	202187	137930
120010000	87	0	202768	202187	137930
120010000	1374	0	202769	202187	137930
120010000	1375	0	202770	202187	137930
120010000	1376	0	202771	202187	137930
120010000	1377	0	202772	202187	137930
120010000	117	0	202773	202227	66191
120010000	1378	0	202774	202187	137930
120010000	1379	0	202775	202187	137930
120020000	12	730269	202776	0	202159
120020000	5	0	202777	202187	137930
120020000	6	0	202778	202187	137930
120020000	1	0	202779	202187	137930
120020000	8	0	202780	202187	137930
120020000	72	0	202781	202187	137930
120020000	3	0	202782	202187	137930
120020000	4	0	202783	202187	137930
120020000	7	0	202784	202187	137930
120020000	2	0	202785	202187	137930
110070000	17	730481	202786	202787	202159
110070000	15	730461	202788	202789	202159
110070000	31	730483	202790	202787	202159
110070000	1601	730425	202791	76915	202159
110070000	328	730424	202792	0	202159
110070000	1	730430	202793	202794	202159
110070000	43	0	202795	202187	137930
110070000	65	0	202796	202187	137930
110070000	104	0	202797	202187	137930
110070000	103	0	202798	202187	137930
110070000	102	0	202799	202187	137930
110070000	70	0	202800	202187	137930
110070000	112	0	202801	202187	137930
110070000	63	0	202802	202187	137930
110070000	94	0	202803	202187	137930
110070000	75	0	202804	202187	137930
110070000	113	0	202805	202187	137930
110070000	101	0	202806	202187	137930
110070000	88	0	202807	202187	137930
110070000	109	0	202808	202187	137930
110070000	120	0	202809	202187	137930
110070000	64	0	202810	202187	137930
110070000	82	0	202811	202187	137930
110070000	100	0	202812	202187	137930
110070000	106	0	202813	202187	137930
110070000	90	0	202814	202187	137930
110070000	74	0	202815	202187	137930
110070000	105	0	202816	202187	137930
110070000	117	0	202817	202187	137930
110070000	121	0	202818	202187	137930
120080000	1	730431	202819	202820	202159
120080000	1601	730428	202821	76915	202159
120080000	3	730462	202822	202820	202159
120080000	328	730427	202823	0	202159
120080000	255	730484	202824	202825	202159
120080000	254	730482	202826	202820	202159
120080000	39	0	202827	202187	137930
120080000	38	0	202828	202187	137930
120080000	40	0	202829	202187	137930
120080000	41	0	202830	202187	137930
120080000	45	0	202831	202187	137930
120080000	44	0	202832	202187	137930
120080000	43	0	202833	202187	137930
120080000	56	0	202834	202187	137930
120080000	49	0	202835	202187	137930
120080000	42	0	202836	202187	137930
120080000	48	0	202837	202187	137930
120080000	47	0	202838	202187	137930
210010000	422	700030	202839	85453	202159
210010000	525	700106	202840	81498	202159
210010000	428	700035	202841	85468	202159
210010000	534	700107	202842	85580	202159
210010000	535	700107	202843	85580	202159
210010000	533	700107	202844	85580	202159
210010000	544	700107	202845	85580	202159
210010000	427	700001	202846	85410	202159
210010000	542	700107	202847	85580	202159
210010000	3	700082	202848	85621	202159
210010000	543	700107	202849	85580	202159
210010000	536	700107	202850	85580	202159
210010000	538	700107	202851	85580	202159
210010000	530	700106	202852	81498	202159
210010000	545	700107	202853	85580	202159
210010000	527	700106	202854	81498	202159
210010000	540	700107	202855	85580	202159
210010000	521	700106	202856	81498	202159
210010000	579	700080	202857	85537	202159
210010000	894	700081	202858	85621	202159
210010000	51	700106	202859	81498	202159
210010000	537	700107	202860	85580	202159
210010000	532	700106	202861	81498	202159
210010000	425	700013	202862	81625	202159
210010000	522	700106	202863	81498	202159
210010000	524	700106	202864	81498	202159
210010000	1	700083	202865	85621	202159
210010000	531	700106	202866	81498	202159
210010000	528	700107	202867	85580	202159
210010000	523	700106	202868	81498	202159
210010000	526	700106	202869	81498	202159
210010000	583	700014	202870	81625	202159
210010000	423	700000	202871	85407	202159
210010000	529	700106	202872	81498	202159
210010000	539	700107	202873	85580	202159
210010000	541	700107	202874	85580	202159
210010000	805	0	202875	202187	137930
210010000	806	0	202876	202187	137930
210010000	807	0	202877	202187	137930
210010000	813	0	202878	202187	137930
210010000	809	0	202879	202187	137930
210010000	811	0	202880	202187	137930
210010000	812	0	202881	202187	137930
210010000	814	0	202882	202189	137930
210010000	816	0	202883	202187	137930
210010000	817	0	202884	202187	137930
210010000	547	0	202885	202187	137930
210010000	820	0	202886	202187	137930
210010000	821	0	202887	202187	137930
210010000	822	0	202888	202187	137930
210010000	823	0	202889	202187	137930
210010000	824	0	202890	202187	137930
210010000	826	0	202891	202187	137930
210010000	908	0	202892	202189	137930
210010000	829	0	202893	202187	137930
210010000	830	0	202894	202187	137930
210010000	832	0	202895	202187	137930
210010000	916	0	202896	202187	137930
210010000	834	0	202897	202187	137930
210010000	835	0	202898	202187	137930
210010000	842	0	202899	202187	137930
210010000	847	0	202900	202189	137930
210010000	850	0	202901	202189	137930
210010000	456	0	202902	202187	137930
210010000	852	0	202903	202187	137930
210010000	853	0	202904	202187	137930
210010000	450	0	202905	202187	137930
210010000	855	0	202906	202187	137930
210010000	856	0	202907	202187	137930
210010000	857	0	202908	202187	137930
210010000	858	0	202909	202187	137930
210010000	909	0	202910	202187	137930
210010000	548	0	202911	202187	137930
210010000	867	0	202912	202187	137930
210010000	869	0	202913	202187	137930
210010000	482	0	202914	202187	137930
210010000	875	0	202915	202187	137930
210010000	884	0	202916	202187	137930
210010000	546	0	202917	202187	137930
210010000	911	0	202918	202187	137930
210010000	886	0	202919	202187	137930
210010000	892	0	202920	202187	137930
210010000	896	0	202921	202187	137930
210010000	449	0	202922	202187	137930
210010000	898	0	202923	202187	137930
210010000	901	0	202924	202187	137930
210010000	902	0	202925	202187	137930
210010000	903	0	202926	202187	137930
210010000	906	0	202927	202187	137930
210020000	1698	700968	202928	202929	202159
210020000	1180	700314	202930	85887	202159
210020000	1165	700313	202931	85884	202159
210020000	1178	700314	202932	85887	202159
210020000	1697	700968	202933	202929	202159
210020000	265	700158	202934	85652	202159
210020000	1	700256	202935	81625	202159
210020000	1171	700315	202936	85890	202159
210020000	1146	700312	202937	81498	202159
210020000	224	700968	202938	202929	202159
210020000	1705	700969	202939	202929	202159
210020000	1120	700312	202940	81498	202159
210020000	1160	700312	202941	81498	202159
210020000	1709	700973	202942	202943	202159
210020000	1706	700969	202944	202929	202159
210020000	191	700262	202945	85797	202159
210020000	1105	700268	202946	85812	202159
210020000	1108	730069	202947	202948	202159
210020000	623	700169	202949	85665	202159
210020000	1151	700312	202950	81498	202159
210020000	443	700968	202951	202929	202159
210020000	537	700169	202952	85665	202159
210020000	1164	700313	202953	85884	202159
210020000	1122	700312	202954	81498	202159
210020000	1703	700969	202955	202929	202159
210020000	1182	700314	202956	85887	202159
210020000	512	700149	202957	85634	202159
210020000	1174	700315	202958	85890	202159
210020000	536	700169	202959	85665	202159
210020000	1713	700969	202960	202929	202159
210020000	1155	700312	202961	81498	202159
210020000	1140	700312	202962	81498	202159
210020000	741	730118	202963	85806	202159
210020000	1710	700973	202964	202943	202159
210020000	778	700266	202965	85806	202159
210020000	1711	700968	202966	202929	202159
210020000	795	700266	202967	85806	202159
210020000	590	700000	202968	85407	202159
210020000	1115	730120	202969	202158	202159
210020000	1177	700314	202970	85887	202159
210020000	1118	700312	202971	81498	202159
210020000	1130	700312	202972	81498	202159
210020000	229	700968	202973	202929	202159
210020000	625	700181	202974	85658	202159
210020000	264	700159	202975	85652	202159
210020000	642	700152	202976	85733	202159
