6	2707	
id	mapid	type	priority	name	poly
49	120010000	0	20	68502	0,300;1095.23,1168.22;1091.85,1186.87;1166.12,1193.71;1166.17,1246.71;1188.06,1246.55;1212.95,1246.45;1212.77,1224.27;1223.33,1224.27;1223.17,1144.5;1254.93,1144.57;1281.52,1127.55;1304.34,1112.13;1332.08,1109.61;1332.11,1168.65;1327.52,1168.65;1327.49,1223.73;1344.64,1223.61;1344.74,1251.39;1362.79,1251.38;1362.91,1223.95;1374.25,1224;1374.11,1163.18;1402.12,1162.9;1402.77,1089.53;1331.44,1089.84;1331.3,1092.63;1330.46,1092.63;1330.74,1092.63;1325.71,1092.63;1300.66,1092.41;1265.83,1113.02;1254.59,1121.4;1244.81,1126.71;1236.4,1128.4;1235.58,1085.24;1233,1065.36;1226.54,1050.93;1198.7,1054.93;1170.06,1065.62;1165.26,1073.53;1164.94,1156.67;1168.91,1161.57;1168.44,1170.43;1165.7,1173.86
50	120010000	0	16	72129	0,300;1224.22,1149.18;1224.22,1244.14;1266.23,1244.14;1266.23,1265.68;1285.36,1265.63;1285.23,1244.49;1325.75,1244.34;1325.88,1148.78
51	120010000	0	16	72130	0,300;1329.6,1435.65;1317.18,1441.12;1314.69,1434.62;1301.27,1439.4;1303.72,1446.41;1281.7,1454.62;1284.32,1460.82;1282.1,1464.77;1286.74,1477.93;1283.88,1479.03;1291.15,1499.29;1293.72,1498.75;1304.45,1533.35;1301.56,1543.02;1309.55,1566.55;1327.53,1573.8;1387.95,1552.87;1389.11,1535.91;1377.17,1507.6;1371.61,1509.62;1360,1475.28;1363.53,1472.25;1359.75,1459.5;1355.51,1460.95;1348.69,1440.8;1343.16,1437.04
52	120010000	1	8	72131	212,227;1173,1455.79;1162.69,1485.76;1201.65,1500.13;1213.05,1470.49
53	120010000	1	8	72132	211.25,226.25;1070.42,1403.61;1039.56,1434.26;1062.84,1457.17;1093.58,1426.26
54	120010000	1	8	72133	207.08,220.08;1427.81,1414.89;1388.24,1415.03;1387.88,1447.07;1427.83,1447.05
55	120010000	1	8	72134	209.15,229.15;1359.49,1468.76;1334.86,1440.43;1292.04,1456.06;1288.36,1485.71;1302.25,1543.49;1312.14,1579.87;1396.66,1549.24;1385.63,1520.07
56	120010000	1	8	72135	207.08,225.08;1406.67,1176.35;1375.42,1176.44;1375.47,1230.07;1406.35,1229.97
57	120010000	1	8	72136	211.25,226.25;999.07,1354.69;980.19,1390.67;1008.56,1407.44;1029.9,1371.3
58	120010000	1	8	72137	211.25,241.25;884.12,1344.46;905.97,1322.42;875.78,1292.69;854.35,1314.73
59	120010000	1	8	72138	212,227;1161.63,1558.17;1147.9,1596.42;1205.35,1617.24;1219.23,1578.79
60	120010000	1	8	72139	144.38,202.18;1508.92,1330.65;1453.84,1330.6;1453.09,1289.73;1427.91,1289.86;1427.91,1323.89;1421.17,1356.31;1420.37,1439.36;1434.91,1460.51;1435.05,1484.1;1496.52,1484.44;1508.88,1480.09
61	120010000	1	8	72140	208.6,221.93;1135.5,1390;1135.5,1362;1154.5,1362;1154.5,1390;1135.5,1390
62	120010000	1	8	72141	211.25,241.25;808.65,1412.02;831.3,1389.54;807.69,1367.06;786.26,1389.1
63	120010000	1	8	72142	212,227;1160.43,1487.24;1150.12,1517.21;1189.08,1531.58;1200.48,1501.94
64	120010000	1	8	72143	212,227;1217.17,1536.18;1206.16,1566.54;1245.98,1580.5;1257.01,1550.8
65	120010000	1	8	72144	211.03,241.03;870.98,1424.63;841,1455.36;804.32,1418.58;834.05,1388.53;844.2,1398.29;850.47,1392.1;859.14,1400.69;853.26,1407.5
66	120010000	1	8	72145	211.25,226.25;1114.32,1463.41;1081.95,1494.7;1106.37,1518.46;1137.56,1486.81
67	120010000	1	8	72146	211.25,241.25;811.58,1354.72;843.89,1322.51;794.34,1273.43;762.45,1305.64
68	120010000	1	8	72147	207.08,220.08;1433.67,1354.65;1389.56,1354.88;1389.61,1387.25;1433.69,1387.22
69	120010000	1	8	72148	211.25,226.25;1046.9,1380.54;1016.04,1411.19;1038.94,1433.58;1070.19,1403.06
70	120010000	1	8	72149	212,227;1236.47,1482.57;1218.35,1532.36;1257.78,1545.94;1275.42,1496.42
71	120010000	1	8	72150	212,227;1150.47,1517.87;1139.89,1546.95;1178.85,1561.19;1189.17,1531.92
72	120010000	1	8	72151	231.1,260.43;1108.5,1305;1108.5,1277;1144,1276.5;1144,1305
73	120010000	1	8	72152	204.46,224.46;1410.32,1023.4;1326.79,1023.76;1326.99,1086.76;1409.92,1086.59
74	120010000	1	8	72153	212.34,253.34;1318.73,1157.28;1231.97,1157.14;1232.35,1238.13;1318.88,1238.3
75	120020000	0	16	72154	230,330;1532.73,1339.09;1477.56,1446.6;1560,1489.86;1612.97,1381.41
76	120020000	1	8	72155	256.88,306.88;1558.96,1456.82;1587.92,1403.74;1556.07,1386.75;1568.05,1365.22;1548.04,1355.05;1537.57,1376.59;1532.87,1374.16;1513.91,1391.15;1508.45,1404.19;1505.87,1428.61;1509.06,1430.28;1497.99,1451.36;1517.25,1461.52;1528.62,1440.59
77	110070000	0	12	72156	100.17,200.17;433.38,294.29;434.33,349.14;574.18,349.24;575.28,294.36
78	110070000	0	14	72157	100.17,200.17;455.06,192.62;455.15,301.71;543.03,301.03;543.16,193.88
79	110070000	0	20	68504	121.02,221.02;409.89,174.81;630.53,173.84;630.24,367.82;412.52,368.35
80	110070000	0	12	72158	84.67,184.67;431.94,214.81;432.51,292.85;463.9,293.14;463.9,214.81
81	110070000	0	12	72159	100.17,200.17;538.53,219.44;539.33,289.71;626.1,289.47;625.87,218.41
82	110070000	1	8	72160	120.71,164.5;421.82,354.5;421.82,201.09;635.96,200.2;635.23,354.5
83	120080000	0	12	72161	30.84,130.84;529.32,197.22;529.32,217.11;569.67,217.05;569.67,197.16
84	120080000	0	20	68506	53.93,173.93;434.27,155.1;435.24,365.25;640.98,362.55;639.73,156.16
85	120080000	0	12	72162	25.7,125.7;461.95,179.05;508.76,179.05;508.77,229.36;519.24,229.36;519.24,274.54;509.24,274.59;509.46,322.52;461.95,322.57
86	120080000	0	12	72163	25.7,125.7;519.06,282.78;585.22,282.78;585.22,359.23;519.29,359.23
87	120080000	0	14	72164	25.7,125.7;516.39,211.65;588.33,211.45;588.53,288.3;516.63,288.1
88	120080000	1	8	72165	62.23,137.23;440.96,385.1;441.57,175.17;584.39,175.59;586.09,381.89
89	210010000	0	19	68508	105,255;524.41,1952.03;712.35,1999.34;782.01,1854.43;635.45,1714.85;410.74,1630.57;322.35,1768.03
90	210010000	0	16	68510	95,245;612.06,1784.8;579.06,1828.62;551.26,1834.13;549.47,1870.21;583.16,1888.49;617.33,1942.66;706.34,1928.07;753.1,1855.06;669.76,1782.02
91	210010000	0	20	68512	90,240;616.46,1713.86;717.43,1664.41;733.87,1532.8;656.42,1308.04;507.56,1266.52;416.8,1362.6;405.4,1514.96;426.2,1642.33
92	210010000	0	16	68514	63.69,213.69;430.75,1725.15;448.87,1728.1;454.79,1752.42;445.12,1771.64;429.05,1772.47;410.35,1766.36;411.04,1738.5
93	210010000	0	16	69755	80,230;738.92,954.69;727.01,990.58;711.56,1007.05;674.35,1004.7;647.1,958.37;558.07,890.42;568.95,832.91;629.59,823.9;653.29,800.18;699.59,806.15;739.16,878.67;707.12,933.32
94	210010000	0	17	68516	92,242;815.3,1199.36;810.35,1188.66;815.94,1176.48;827.66,1171.24;844.91,1173.81;859.65,1169.27;872.6,1171.73;885.7,1190.61;883.96,1206.21;893.91,1213.87;891.79,1256.18;846.19,1291.88;812.46,1301.23;789.16,1280.5;787.34,1258.65;794.39,1228.11;803.89,1207.66
95	210010000	0	17	68518	69.1,219.1;31.51,1319.38;335.84,1238.58;443.92,718.08;36.76,714.93
96	210010000	0	17	68520	95,245;487.61,2013.67;376.38,2141.43;232.6,2165.46;166.69,2035.85;143.55,1750.12;203.6,1688.78;320.8,1760.23;413.36,1838.15;453.56,1889.74
97	210010000	0	16	69756	80,230;568,1081.42;558.44,1098.44;559.63,1117.85;578.57,1135.16;607.26,1125.68;617.09,1097;601.52,1073.37
98	210010000	0	18	68522	80,230;1086.12,902.66;1269.99,1016.57;1286.45,1138.4;1197.15,1268.35;930.63,1310.09;829.56,1306.25;806.06,1281.71;844.96,1036.61;1005.48,958.61;1029.02,909.82
99	210010000	0	16	68524	80,230;922.05,1046.26;960.9,1046.43;988.25,1114.6;986.21,1138.63;956.94,1143.7;943.17,1136.32;917.14,1140.24;881.13,1086.66
100	210010000	0	19	68526	67,217;808.17,1286.65;846.98,1037.85;679.5,759.27;530.11,828.17;442.81,1062.21;461.15,1145.17;486.07,1215.73;430.6,1231.55;430,1268.33;484.07,1273.54;501.41,1253.93;507.36,1269.73;651.94,1308.47
101	210010000	0	16	68528	63.59,213.59;488.71,1572.85;467.58,1582.31;453.77,1570.02;445.12,1552.55;456.42,1530.69;476.59,1526.94;491.5,1533.39;496.07,1543.01;503.66,1562.63
102	210010000	0	18	68530	69,219;327.71,1767.99;397.49,1669.59;258.95,1539.46;373.6,1396.47;412.53,1297.52;441.48,1279.72;436.24,1221.86;394.43,1223.72;141.03,1286.19;72.49,1492.73;65.89,1617.8;154.31,1677.5
103	210010000	1	8	72166	125.02,225.02;649.54,1869.41;660.05,1849.66;674.15,1851.75;703.27,1880.17;698.61,1907.66;670.99,1918.39;659.12,1906.1;648.04,1882.01
104	210010000	1	8	72167	117.92,126.39;857.39,1247.03;864.03,1257.42;871.9,1252.24;870.71,1250.43;874.1,1248.23;870.88,1243.22;867.52,1245.41;865.21,1241.92;864.28,1242.57;861.61,1238.48;860.63,1238.1;856.55,1240.71;856.6,1241.68;859.35,1245.74
105	210010000	1	8	72168	109.05,127.83;819.91,1253.36;819.9,1246.1;826.93,1246.09;826.96,1253.3;830.89,1253.33;830.93,1270.88;815.88,1270.91;815.87,1253.38
106	210010000	1	8	72169	87.72,237.72;118.85,1168.6;90.46,1062.04;158.73,962.21;302.95,944.38;338.42,1042.53;285.91,1137.89;234.17,1179.44;221.13,1185.71
107	210020000	0	18	68532	30,830;20.12,1998.82;24.84,2452.92;354.32,2449.15;451.91,2380.09;459.34,2234.89;455.76,2173.55;457.31,2171.8;458.48,2167.91;469.95,2154.89;486.66,2145.75;487.74,2145.24;439.73,2077.94;434.18,2084.6;423.07,2073.25;414.4,2062.61;400.37,2052.04;397.09,2030.9;405.31,2005.43;292.02,1953.5;96.59,1948.78
108	210020000	0	5	69757	200,400;893.48,2213.68;928.44,2262.08;958.87,2237.68;960.84,2214.48;950.7,2190.43;935.11,2188.17
109	210020000	0	17	68534	30,830;1475.39,1703.28;1469.61,1706.8;1465.48,1713.67;1409.36,1799.92;1380.23,1848.75;1262.39,1867.92;1303.66,1910.74;1304.42,1941.13;1325.74,2011.91;1328.4,2016.46;1349.04,2024.76;1357.6,2026.81;1367.87,2032.97;1379.79,2056.02;1377.06,2081.7;1375.57,2084.88;1457.37,2128.93;1453.37,2185.44;1651.79,2374.33;1786.69,2345.71;1865.31,2267.37;1874.57,2125.63;1812.51,2038.55;1810.37,1959.1;1773.91,1915.35;1736.26,1875.18;1726.73,1872.2;1716.89,1860.88;1682.07,1826.83;1663.97,1836.53;1650.28,1840.98;1637.61,1857.07;1633.16,1854.68;1618.44,1833.79;1605.77,1792.02;1594.13,1764.64;1512.22,1704.19;1519.41,1662.76;1521.46,1637.77;1518.38,1617.23;1511.19,1608.33;1498.87,1597.37;1490.65,1604.9;1481.06,1608.33;1479.69,1625.45;1489.62,1635.03;1493.73,1646.67;1497.84,1660.71;1495.1,1677.14;1492.7,1688.1;1484.49,1703.16
110	210020000	0	15	68536	30.2,830.2;1768.9,946.74;1756.05,936.12;1751.78,934.34;1750.88,929.17;1742.89,920.68;1739.38,909.17;1737.25,903.12;1732.89,899.96;1735.03,893.06;1739.7,885.06;1746.51,876.05;1755.78,871.83;1777.29,875.89;1790.69,894.68;1796,900.34;1798.16,906.64;1796.66,912.98;1793.4,916.07;1792.96,925.23;1792.74,939.93;1790.04,946.71
111	210020000	0	16	68538	1,801;33.4,276.41;61.27,399.21;119.59,491.66;226.74,512.44;246.04,526.8;270.7,537.95;294.25,527.35;308.38,511.65;345.45,485.95;421.98,451.79;463.16,408.55;469.11,374.61;502.34,213.94;442.75,114.41;393.11,61.28;254.62,32.54;172.75,41.25;89.14,82.19;41.24,183.22
