10	7281	
id	name	skill	skilllevel	civ	limit	product	count	dp	component
155000041	STR_L_CV_FISH_N_C_30A	40009	1	1	0	1261	3	200	1255
155000042	STR_L_CV_PLANT_N_C_30A	40009	1	1	0	1262	2	200	1255
155000043	STR_L_CV_VEGETABLE_N_C_30A	40009	1	1	0	1263	3	200	1255
155000044	STR_L_CV_JEWELRY_N_C_30B	40009	1	1	0	1264	1	200	1258
155000045	STR_L_CV_TREE_N_C_30A	40009	1	1	0	1265	2	200	1255
155000046	STR_L_CV_BERRY_N_C_30B	40009	1	1	0	1266	3	200	1255
155000047	STR_L_CV_FISH_N_C_30B	40009	1	1	0	1267	3	200	1255
155000048	STR_L_CV_HERB_N_C_30B	40009	1	1	0	1268	3	200	1255
155000049	STR_L_CV_VEGETABLE_N_C_30B	40009	1	1	0	1269	3	200	1255
155000050	STR_L_CV_JEWELRY_N_C_30C	40009	1	1	0	1270	1	200	1258
155000051	STR_L_CV_FISH_N_C_40A	40009	1	1	0	1271	3	200	1255
155000052	STR_L_CV_METAL_N_C_40A	40009	1	1	0	1272	2	200	1273
155000053	STR_L_CV_SHELL_N_C_40A	40009	1	1	0	1274	3	200	1273
155000054	STR_L_CV_HERB_N_C_40A	40009	1	1	0	1275	3	200	1273
155000055	STR_L_CV_JEWELRY_N_C_40A	40009	1	1	0	1276	1	200	1277
155000056	STR_L_CV_NOBLEMETAL_N_C_40A	40009	1	1	0	1278	1	200	1273
155000057	STR_L_CV_BERRY_N_C_40A	40009	1	1	0	1279	3	200	1273
155000058	STR_L_CV_VEGETABLE_N_C_40A	40009	1	1	0	1280	3	200	1273
155000059	STR_L_CV_PLANT_N_C_40A	40009	1	1	0	1281	2	200	1273
155000060	STR_L_CV_TREE_N_C_40A	40009	1	1	0	1282	2	200	1273
155000061	STR_L_CV_JEWELRY_N_C_40B	40009	1	1	0	1283	1	200	1277
155000062	STR_L_CV_BERRY_N_C_40B	40009	1	1	0	1284	3	200	1273
155000063	STR_L_CV_HERB_N_C_40B	40009	1	1	0	1285	3	200	1273
155000064	STR_L_CV_VEGETABLE_N_C_40B	40009	1	1	0	1286	3	200	1273
155000065	STR_L_CV_JEWELRY_N_C_40C	40009	1	1	0	1287	1	200	1277
155000066	STR_L_CV_BERRY_N_C_40C	40009	1	1	0	1288	3	200	1273
155000067	STR_L_CV_RAWHIDE_N_C_01A	40009	1	1	0	1289	2	200	1216
155000068	STR_L_CV_RAWHIDE_N_C_02A	40009	1	1	0	1290	2	200	1238
155000069	STR_L_CV_RAWHIDE_N_C_03A	40009	1	1	0	1291	2	200	1255
155000070	STR_L_CV_RAWHIDE_N_C_04A	40009	1	1	0	1292	2	200	1273
155000071	STR_L_CV_SOULSTONE_N_C_01A	40009	1	1	0	1293	2	200	1216
155000072	STR_L_CV_SOULSTONE_N_C_02A	40009	1	1	0	1294	2	200	1238
155000073	STR_L_CV_SOULSTONE_N_C_03A	40009	1	1	0	1295	2	200	1255
155000074	STR_L_CV_SOULSTONE_N_C_04A	40009	1	1	0	1296	2	200	1273
155000075	STR_L_WS_WS_PART_STEEL_01A	40002	1	1	0	1297	1	0	1298
155000076	STR_L_WS_WS_PART_STEEL_02A	40002	5	1	0	1299	1	0	1300
155000077	STR_L_WS_WS_PART_STEEL_03A	40002	10	1	0	1301	1	0	1302
155000078	STR_L_WS_DAGGER_N_C2_P_15A	40002	10	1	0	1303	1	0	1304
155000079	STR_L_WS_SWORD_N_C2_P_15A	40002	20	1	0	1305	1	0	1304
155000080	STR_L_WS_MACE_N_C2_P_15A	40002	30	1	0	1306	1	0	1304
155000081	STR_L_WS_2HSWORD_N_C2_P_15A	40002	40	1	0	1307	1	0	1304
155000082	STR_L_WS_POLEARM_N_C2_P_15A	40002	50	1	0	1308	1	0	1304
155000083	STR_L_WS_DAGGER_N_C2_P_20A	40002	60	1	0	1309	1	0	1310
155000084	STR_L_WS_SWORD_N_C2_P_20A	40002	70	1	0	1311	1	0	1310
155000085	STR_L_WS_MACE_N_C2_P_20A	40002	80	1	0	1312	1	0	1310
155000086	STR_L_WS_2HSWORD_N_C2_P_20A	40002	90	1	0	1313	1	0	1310
155000087	STR_L_WS_POLEARM_N_C2_P_20A	40002	99	1	0	1314	1	0	1310
155000088	STR_L_WS_DAGGER_N_R1_S_17A	40002	65	1	0	1315	1	0	1316
155000089	STR_L_WS_POLEARM_N_R1_S_17A	40002	75	1	0	1317	1	0	1316
155000090	STR_L_WS_WS_PART_TITAN_01A	40002	100	1	0	1318	1	0	1319
155000091	STR_L_WS_WS_PART_TITAN_02A	40002	105	1	0	1320	1	0	1321
155000092	STR_L_WS_WS_PART_TITAN_03A	40002	110	1	0	1322	1	0	1323
155000093	STR_L_WS_DAGGER_N_C2_P_25A	40002	110	1	0	1324	1	0	1325
155000094	STR_L_WS_SWORD_N_C2_P_25A	40002	120	1	0	1326	1	0	1325
155000095	STR_L_WS_MACE_N_C2_P_25A	40002	130	1	0	1327	1	0	1325
155000096	STR_L_WS_2HSWORD_N_C2_P_25A	40002	140	1	0	1328	1	0	1325
155000097	STR_L_WS_POLEARM_N_C2_P_25A	40002	150	1	0	1329	1	0	1325
155000098	STR_L_WS_DAGGER_N_R2_P_25A	40002	110	1	0	1330	1	0	1331
155000099	STR_L_WS_SWORD_N_R2_P_25A	40002	120	1	0	1332	1	0	1333
155000100	STR_L_WS_MACE_N_R2_P_25A	40002	130	1	0	1334	1	0	1335
155000101	STR_L_WS_2HSWORD_N_R2_P_25A	40002	140	1	0	1336	1	0	1337
155000102	STR_L_WS_POLEARM_N_R2_P_25A	40002	150	1	0	1338	1	0	1339
155000103	STR_L_WS_DAGGER_N_C2_P_30A	40002	160	1	0	1340	1	0	1341
155000104	STR_L_WS_SWORD_N_C2_P_30A	40002	170	1	0	1342	1	0	1341
155000105	STR_L_WS_MACE_N_C2_P_30A	40002	180	1	0	1343	1	0	1341
155000106	STR_L_WS_2HSWORD_N_C2_P_30A	40002	190	1	0	1344	1	0	1341
155000107	STR_L_WS_POLEARM_N_C2_P_30A	40002	199	1	0	1345	1	0	1341
155000108	STR_L_WS_DAGGER_N_R2_P_30A	40002	160	1	0	1346	1	0	1347
155000109	STR_L_WS_SWORD_N_R2_P_30A	40002	170	1	0	1348	1	0	1349
155000110	STR_L_WS_MACE_N_R2_P_30A	40002	180	1	0	1350	1	0	1351
155000111	STR_L_WS_2HSWORD_N_R2_P_30A	40002	190	1	0	1352	1	0	1353
155000112	STR_L_WS_POLEARM_N_R2_P_30A	40002	199	1	0	1354	1	0	1355
155000113	STR_L_WS_MACE_N_R1_S_26A	40002	165	1	0	1356	1	0	1357
155000114	STR_L_WS_2HSWORD_N_R1_S_27A	40002	175	1	0	1358	1	0	1359
155000115	STR_L_WS_SWORD_N_R1_S_29A	40002	195	1	0	1360	1	0	1361
155000116	STR_L_WS_WS_PART_ADAMAN_01A	40002	200	1	0	1362	1	0	1363
155000117	STR_L_WS_WS_PART_ADAMAN_02A	40002	205	1	0	1364	1	0	1365
155000118	STR_L_WS_WS_PART_ADAMAN_03A	40002	210	1	0	1366	1	0	1367
155000119	STR_L_WS_DAGGER_N_C2_P_35A	40002	210	1	0	1368	1	0	1369
155000120	STR_L_WS_SWORD_N_C2_P_35A	40002	220	1	0	1370	1	0	1369
155000121	STR_L_WS_MACE_N_C2_P_35A	40002	230	1	0	1371	1	0	1369
155000122	STR_L_WS_2HSWORD_N_C2_P_35A	40002	240	1	0	1372	1	0	1369
155000123	STR_L_WS_POLEARM_N_C2_P_35A	40002	250	1	0	1373	1	0	1369
155000124	STR_L_WS_DAGGER_N_R2_P_35A	40002	210	1	0	1374	1	0	1375
155000125	STR_L_WS_SWORD_N_R2_P_35A	40002	220	1	0	1376	1	0	1377
155000126	STR_L_WS_MACE_N_R2_P_35A	40002	230	1	0	1378	1	0	1379
155000127	STR_L_WS_2HSWORD_N_R2_P_35A	40002	240	1	0	1380	1	0	1381
155000128	STR_L_WS_POLEARM_N_R2_P_35A	40002	250	1	0	1382	1	0	1383
155000129	STR_L_WS_DAGGER_N_L2_P_35A	40002	400	1	0	1384	1	0	1385
155000130	STR_L_WS_SWORD_N_L2_P_35A	40002	400	1	0	1386	1	0	1387
155000131	STR_L_WS_MACE_N_L2_P_35A	40002	400	1	0	1388	1	0	1389
155000132	STR_L_WS_2HSWORD_N_L2_P_35A	40002	400	1	0	1390	1	0	1391
155000133	STR_L_WS_POLEARM_N_L2_P_35A	40002	400	1	0	1392	1	0	1393
155000134	STR_L_WS_DAGGER_N_C2_P_40A	40002	260	1	0	1394	1	0	1395
155000135	STR_L_WS_SWORD_N_C2_P_40A	40002	270	1	0	1396	1	0	1395
155000136	STR_L_WS_MACE_N_C2_P_40A	40002	280	1	0	1397	1	0	1395
155000137	STR_L_WS_2HSWORD_N_C2_P_40A	40002	290	1	0	1398	1	0	1395
155000138	STR_L_WS_POLEARM_N_C2_P_40A	40002	299	1	0	1399	1	0	1395
155000139	STR_L_WS_DAGGER_N_R2_P_40A	40002	260	1	0	1400	1	0	1401
155000140	STR_L_WS_SWORD_N_R2_P_40A	40002	270	1	0	1402	1	0	1403
155000141	STR_L_WS_MACE_N_R2_P_40A	40002	280	1	0	1404	1	0	1405
155000142	STR_L_WS_2HSWORD_N_R2_P_40A	40002	290	1	0	1406	1	0	1407
155000143	STR_L_WS_POLEARM_N_R2_P_40A	40002	299	1	0	1408	1	0	1409
155000144	STR_L_WS_DAGGER_N_L2_P_40A	40002	410	1	0	1410	1	0	1411
155000145	STR_L_WS_SWORD_N_L2_P_40A	40002	410	1	0	1412	1	0	1413
155000146	STR_L_WS_MACE_N_L2_P_40A	40002	410	1	0	1414	1	0	1415
155000147	STR_L_WS_2HSWORD_N_L2_P_40A	40002	410	1	0	1416	1	0	1417
155000148	STR_L_WS_POLEARM_N_L2_P_40A	40002	410	1	0	1418	1	0	1419
155000149	STR_L_WS_MACE_N_R1_S_32A	40002	215	1	0	1420	1	0	1421
155000150	STR_L_WS_DAGGER_N_R1_S_33A	40002	225	1	0	1422	1	0	1423
155000151	STR_L_WS_2HSWORD_N_R1_S_34A	40002	235	1	0	1424	1	0	1425
155000152	STR_L_WS_SWORD_N_R1_S_36A	40002	255	1	0	1426	1	0	1427
155000153	STR_L_WS_POLEARM_N_R1_S_37A	40002	265	1	0	1428	1	0	1429
155000154	STR_L_WS_SWORD_N_L1_S_33A	40002	245	1	0	1430	1	0	1431
155000155	STR_L_WS_2HSWORD_N_L1_S_39A	40002	285	1	0	1432	1	0	1433
155000156	STR_L_WS_DAGGER_N_L1_S_40A	40002	295	1	0	1434	1	0	1435
155000157	STR_L_WS_WS_PART_ORIHAR_01A	40002	300	1	0	1436	1	0	1437
155000158	STR_L_WS_WS_PART_ORIHAR_02A	40002	305	1	0	1438	1	0	1439
155000159	STR_L_WS_WS_PART_ORIHAR_03A	40002	310	1	0	1440	1	0	1441
155000160	STR_L_WS_DAGGER_N_C2_P_45A	40002	310	1	0	1442	1	0	1443
155000161	STR_L_WS_SWORD_N_C2_P_45A	40002	320	1	0	1444	1	0	1443
155000162	STR_L_WS_MACE_N_C2_P_45A	40002	330	1	0	1445	1	0	1443
155000163	STR_L_WS_2HSWORD_N_C2_P_45A	40002	340	1	0	1446	1	0	1443
155000164	STR_L_WS_POLEARM_N_C2_P_45A	40002	350	1	0	1447	1	0	1443
155000165	STR_L_WS_DAGGER_N_R2_P_45A	40002	310	1	0	1448	1	0	1449
155000166	STR_L_WS_SWORD_N_R2_P_45A	40002	320	1	0	1450	1	0	1451
155000167	STR_L_WS_MACE_N_R2_P_45A	40002	330	1	0	1452	1	0	1453
155000168	STR_L_WS_2HSWORD_N_R2_P_45A	40002	340	1	0	1454	1	0	1455
155000169	STR_L_WS_POLEARM_N_R2_P_45A	40002	350	1	0	1456	1	0	1457
155000170	STR_L_WS_DAGGER_N_L2_P_45A	40002	420	1	0	1458	1	0	1459
155000171	STR_L_WS_SWORD_N_L2_P_45A	40002	420	1	0	1460	1	0	1461
155000172	STR_L_WS_MACE_N_L2_P_45A	40002	420	1	0	1462	1	0	1463
155000173	STR_L_WS_2HSWORD_N_L2_P_45A	40002	420	1	0	1464	1	0	1465
155000174	STR_L_WS_POLEARM_N_L2_P_45A	40002	420	1	0	1466	1	0	1467
155000175	STR_L_WS_DAGGER_N_C2_P_50A	40002	360	1	0	1468	1	0	1469
155000176	STR_L_WS_SWORD_N_C2_P_50A	40002	370	1	0	1470	1	0	1469
155000177	STR_L_WS_MACE_N_C2_P_50A	40002	380	1	0	1471	1	0	1469
155000178	STR_L_WS_2HSWORD_N_C2_P_50A	40002	390	1	0	1472	1	0	1469
155000179	STR_L_WS_POLEARM_N_C2_P_50A	40002	399	1	0	1473	1	0	1469
155000180	STR_L_WS_DAGGER_N_R2_P_50A	40002	360	1	0	1474	1	0	1475
155000181	STR_L_WS_SWORD_N_R2_P_50A	40002	370	1	0	1476	1	0	1477
155000182	STR_L_WS_MACE_N_R2_P_50A	40002	380	1	0	1478	1	0	1479
155000183	STR_L_WS_2HSWORD_N_R2_P_50A	40002	390	1	0	1480	1	0	1481
155000184	STR_L_WS_POLEARM_N_R2_P_50A	40002	399	1	0	1482	1	0	1483
155000185	STR_L_WS_DAGGER_N_L2_P_50A	40002	430	1	0	1484	1	0	1485
155000186	STR_L_WS_SWORD_N_L2_P_50A	40002	430	1	0	1486	1	0	1487
155000187	STR_L_WS_MACE_N_L2_P_50A	40002	430	1	0	1488	1	0	1489
155000188	STR_L_WS_2HSWORD_N_L2_P_50A	40002	430	1	0	1490	1	0	1491
155000189	STR_L_WS_POLEARM_N_L2_P_50A	40002	430	1	0	1492	1	0	1493
155000190	STR_L_WS_SWORD_N_R1_S_41A	40002	305	1	0	1494	1	0	1495
155000191	STR_L_WS_2HSWORD_N_R1_S_42A	40002	315	1	0	1496	1	0	1497
155000192	STR_L_WS_POLEARM_N_R1_S_45A	40002	345	1	0	1498	1	0	1499
155000193	STR_L_WS_MACE_N_L1_S_42A	40002	325	1	0	1500	1	0	1501
155000194	STR_L_WS_POLEARM_N_L1_S_47A	40002	365	1	0	1502	1	0	1503
155000195	STR_L_WS_SWORD_N_L1_S_47A	40002	375	1	0	1504	1	0	1505
155000196	STR_L_WS_WS_PART_SIEGE_01A	40002	299	1	0	1506	1	0	1507
155000197	STR_L_WS_ITEM_ABYSS_LIGHT_SIEGE01	40002	299	1	0	1508	1	0	1509
155000198	STR_L_WS_WS_PART_DRA_301A	40002	400	1	0	1510	1	0	1511
155000199	STR_L_WS_WS_PART_DRA_302A	40002	400	1	0	1512	1	0	1513
155000200	STR_L_WS_WS_PART_DRA_303A	40002	400	1	0	1514	1	0	1515
155000201	STR_L_WS_DAGGER_D_R2_P_30A	40002	410	1	0	1516	1	0	1517
155000202	STR_L_WS_SWORD_D_R2_P_30A	40002	410	1	0	1518	1	0	1517
155000203	STR_L_WS_MACE_D_R2_P_30A	40002	410	1	0	1519	1	0	1517
155000204	STR_L_WS_2HSWORD_D_R2_P_30A	40002	410	1	0	1520	1	0	1517
155000205	STR_L_WS_POLEARM_D_R2_P_30A	40002	410	1	0	1521	1	0	1517
155000206	STR_L_WS_WS_PART_DRA_401A	40002	420	1	0	1522	1	0	1523
155000207	STR_L_WS_WS_PART_DRA_402A	40002	420	1	0	1524	1	0	1525
155000208	STR_L_WS_WS_PART_DRA_403A	40002	420	1	0	1526	1	0	1527
155000209	STR_L_WS_DAGGER_D_R2_P_40A	40002	430	1	0	1528	1	0	1529
155000210	STR_L_WS_SWORD_D_R2_P_40A	40002	430	1	0	1530	1	0	1529
155000211	STR_L_WS_MACE_D_R2_P_40A	40002	430	1	0	1531	1	0	1529
155000212	STR_L_WS_2HSWORD_D_R2_P_40A	40002	430	1	0	1532	1	0	1529
155000213	STR_L_WS_POLEARM_D_R2_P_40A	40002	430	1	0	1533	1	0	1529
155000214	STR_L_WS_DAGGER_D_L2_P_40A	40002	430	1	0	1534	1	0	1535
155000215	STR_L_WS_SWORD_D_L2_P_40A	40002	430	1	0	1536	1	0	1537
155000216	STR_L_WS_MACE_D_L2_P_40A	40002	430	1	0	1538	1	0	1539
155000217	STR_L_WS_2HSWORD_D_L2_P_40A	40002	430	1	0	1540	1	0	1541
155000218	STR_L_WS_POLEARM_D_L2_P_40A	40002	430	1	0	1542	1	0	1543
155000219	STR_L_WS_WS_PART_DRA_501A	40002	440	1	0	1544	1	0	1545
155000220	STR_L_WS_WS_PART_DRA_502A	40002	440	1	0	1546	1	0	1547
155000221	STR_L_WS_WS_PART_DRA_503A	40002	440	1	0	1548	1	0	1549
155000222	STR_L_WS_DAGGER_D_R2_P_50A	40002	449	1	0	1550	1	0	1551
155000223	STR_L_WS_SWORD_D_R2_P_50A	40002	449	1	0	1552	1	0	1551
155000224	STR_L_WS_MACE_D_R2_P_50A	40002	449	1	0	1553	1	0	1551
155000225	STR_L_WS_2HSWORD_D_R2_P_50A	40002	449	1	0	1554	1	0	1551
155000226	STR_L_WS_POLEARM_D_R2_P_50A	40002	449	1	0	1555	1	0	1551
155000227	STR_L_WS_DAGGER_D_L2_P_50A	40002	449	1	0	1556	1	0	1557
155000228	STR_L_WS_SWORD_D_L2_P_50A	40002	449	1	0	1558	1	0	1559
155000229	STR_L_WS_MACE_D_L2_P_50A	40002	449	1	0	1560	1	0	1561
155000230	STR_L_WS_2HSWORD_D_L2_P_50A	40002	449	1	0	1562	1	0	1563
155000231	STR_L_WS_POLEARM_D_L2_P_50A	40002	449	1	0	1564	1	0	1565
155000232	STR_L_AS_WS_PART_STEEL_01A	40003	1	1	0	1297	1	0	1298
155000233	STR_L_AS_AS_PART_STEEL_01A	40003	5	1	0	1566	1	0	1300
155000234	STR_L_AS_AS_PART_STEEL_02A	40003	10	1	0	1567	1	0	1568
155000235	STR_L_AS_AS_PART_STEEL_03A	40003	10	1	0	1569	1	0	1568
155000236	STR_L_AS_AS_PART_STEEL_04A	40003	10	1	0	1570	1	0	1571
155000237	STR_L_AS_AS_PART_STEEL_05A	40003	10	1	0	1572	1	0	1302
155000238	STR_L_AS_CH_SHOES_N_C2_P_13A	40003	10	1	0	1573	1	0	1574
155000239	STR_L_AS_CH_GLOVE_N_C2_P_13A	40003	20	1	0	1575	1	0	1574
155000240	STR_L_AS_CH_PANTS_N_C2_P_13A	40003	30	1	0	1576	1	0	1577
155000241	STR_L_AS_CH_TORSO_N_C2_P_13A	40003	50	1	0	1578	1	0	1579
155000242	STR_L_AS_CH_HEAD_N_C2_P_13A	40003	40	1	0	1580	1	0	1581
155000243	STR_L_AS_PL_SHOES_N_C2_P_13A	40003	10	1	0	1582	1	0	1583
155000244	STR_L_AS_PL_GLOVE_N_C2_P_13A	40003	20	1	0	1584	1	0	1583
155000245	STR_L_AS_PL_PANTS_N_C2_P_13A	40003	30	1	0	1585	1	0	1586
155000246	STR_L_AS_PL_TORSO_N_C2_P_13A	40003	50	1	0	1587	1	0	1588
155000247	STR_L_AS_PL_HEAD_N_C2_P_13A	40003	40	1	0	1589	1	0	1590
155000248	STR_L_AS_SHIELD_N_C2_P_15A	40003	50	1	0	1591	1	0	1592
155000249	STR_L_AS_CH_SHOES_N_C2_P_18A	40003	60	1	0	1593	1	0	1594
155000250	STR_L_AS_CH_GLOVE_N_C2_P_18A	40003	70	1	0	1595	1	0	1594
155000251	STR_L_AS_CH_SHOUL_N_C2_P_18A	40003	80	1	0	1596	1	0	1594
155000252	STR_L_AS_CH_PANTS_N_C2_P_18A	40003	90	1	0	1597	1	0	1598
155000253	STR_L_AS_CH_TORSO_N_C2_P_18A	40003	99	1	0	1599	1	0	1600
155000254	STR_L_AS_CH_HEAD_N_C2_P_18A	40003	90	1	0	1601	1	0	1602
155000255	STR_L_AS_PL_SHOES_N_C2_P_18A	40003	60	1	0	1603	1	0	1604
155000256	STR_L_AS_PL_GLOVE_N_C2_P_18A	40003	70	1	0	1605	1	0	1604
155000257	STR_L_AS_PL_SHOUL_N_C2_P_18A	40003	80	1	0	1606	1	0	1604
155000258	STR_L_AS_PL_PANTS_N_C2_P_18A	40003	90	1	0	1607	1	0	1608
155000259	STR_L_AS_PL_TORSO_N_C2_P_18A	40003	99	1	0	1609	1	0	1610
155000260	STR_L_AS_PL_HEAD_N_C2_P_18A	40003	90	1	0	1611	1	0	1612
155000261	STR_L_AS_SHIELD_N_C2_P_20A	40003	99	1	0	1613	1	0	1614
155000262	STR_L_AS_WS_PART_TITAN_01A	40003	100	1	0	1318	1	0	1319
155000263	STR_L_AS_AS_PART_TITAN_01A	40003	105	1	0	1615	1	0	1321
155000264	STR_L_AS_AS_PART_TITAN_02A	40003	110	1	0	1616	1	0	1617
155000265	STR_L_AS_AS_PART_TITAN_03A	40003	110	1	0	1618	1	0	1617
155000266	STR_L_AS_AS_PART_TITAN_04A	40003	110	1	0	1619	1	0	1620
155000267	STR_L_AS_AS_PART_TITAN_05A	40003	110	1	0	1621	1	0	1323
155000268	STR_L_AS_CH_SHOES_N_C2_P_23A	40003	110	1	0	1622	1	0	1623
155000269	STR_L_AS_CH_GLOVE_N_C2_P_23A	40003	120	1	0	1624	1	0	1623
155000270	STR_L_AS_CH_SHOUL_N_C2_P_23A	40003	130	1	0	1625	1	0	1623
155000271	STR_L_AS_CH_PANTS_N_C2_P_23A	40003	140	1	0	1626	1	0	1627
155000272	STR_L_AS_CH_TORSO_N_C2_P_23A	40003	150	1	0	1628	1	0	1629
155000273	STR_L_AS_CH_HEAD_N_C2_P_23A	40003	140	1	0	1630	1	0	1631
155000274	STR_L_AS_PL_SHOES_N_C2_P_23A	40003	110	1	0	1632	1	0	1633
155000275	STR_L_AS_PL_GLOVE_N_C2_P_23A	40003	120	1	0	1634	1	0	1633
155000276	STR_L_AS_PL_SHOUL_N_C2_P_23A	40003	130	1	0	1635	1	0	1633
155000277	STR_L_AS_PL_PANTS_N_C2_P_23A	40003	140	1	0	1636	1	0	1637
155000278	STR_L_AS_PL_TORSO_N_C2_P_23A	40003	150	1	0	1638	1	0	1639
155000279	STR_L_AS_PL_HEAD_N_C2_P_23A	40003	140	1	0	1640	1	0	1641
155000280	STR_L_AS_SHIELD_N_C2_P_25A	40003	150	1	0	1642	1	0	1643
155000281	STR_L_AS_CH_SHOES_N_R2_P_23A	40003	110	1	0	1644	1	0	1645
155000282	STR_L_AS_CH_GLOVE_N_R2_P_23A	40003	120	1	0	1646	1	0	1645
155000283	STR_L_AS_CH_SHOUL_N_R2_P_23A	40003	130	1	0	1647	1	0	1645
155000284	STR_L_AS_CH_PANTS_N_R2_P_23A	40003	140	1	0	1648	1	0	1649
155000285	STR_L_AS_CH_TORSO_N_R2_P_23A	40003	150	1	0	1650	1	0	1651
155000286	STR_L_AS_CH_HEAD_N_R2_P_23A	40003	140	1	0	1652	1	0	1653
155000287	STR_L_AS_PL_SHOES_N_R2_P_23A	40003	110	1	0	1654	1	0	1655
155000288	STR_L_AS_PL_GLOVE_N_R2_P_23A	40003	120	1	0	1656	1	0	1655
155000289	STR_L_AS_PL_SHOUL_N_R2_P_23A	40003	130	1	0	1657	1	0	1655
155000290	STR_L_AS_PL_PANTS_N_R2_P_23A	40003	140	1	0	1658	1	0	1659
155000291	STR_L_AS_PL_TORSO_N_R2_P_23A	40003	150	1	0	1660	1	0	1661
155000292	STR_L_AS_PL_HEAD_N_R2_P_23A	40003	140	1	0	1662	1	0	1663
155000293	STR_L_AS_SHIELD_N_R2_P_25A	40003	150	1	0	1664	1	0	1665
155000294	STR_L_AS_CH_SHOES_N_C2_P_28A	40003	160	1	0	1666	1	0	1667
155000295	STR_L_AS_CH_GLOVE_N_C2_P_28A	40003	170	1	0	1668	1	0	1667
155000296	STR_L_AS_CH_SHOUL_N_C2_P_28A	40003	180	1	0	1669	1	0	1667
155000297	STR_L_AS_CH_PANTS_N_C2_P_28A	40003	190	1	0	1670	1	0	1671
155000298	STR_L_AS_CH_TORSO_N_C2_P_28A	40003	199	1	0	1672	1	0	1673
155000299	STR_L_AS_CH_HEAD_N_C2_P_28A	40003	190	1	0	1674	1	0	1675
155000300	STR_L_AS_PL_SHOES_N_C2_P_28A	40003	160	1	0	1676	1	0	1677
