path	xxh64	download_flag	size_bytes
effects/env/wave.png	cf9c61e8dd8ffbc3	0	31944
effects/env/wi_flamesq03_04.png	79e11e1d78702c32	0	3492
effects/magic/3wave_air01.png	21bb752abc6e3968	0	8556
effects/magic/4.png	4b525634f693fd9b	0	8075
effects/magic/6.png	f7e29f9c25688c0f	0	10276
effects/magic/7.png	e945310eba47664b	0	34810
effects/magic/a.png	b0fa5fb62db548b2	0	7376
effects/magic/aaa.png	db937e8b1e9cda89	0	8332
effects/magic/ab_aura02.png	837e738de6821793	0	5483
effects/magic/ab_aura_bloodlust.png	d053db57328f6039	0	5506
effects/magic/ab_bloodlust2.png	21c2d24516ccd429	0	5534
effects/magic/ab_core1.png	d12323d8e816be9e	0	8875
effects/magic/ab_skull2.png	e004c02b351ffd52	0	18938
effects/magic/ade10-2.png	79fa95494f3d5d58	0	8109
effects/magic/ade10-3.png	684d5de7f2d4b6f6	0	7636
effects/magic/areadecal.png	40ee4bab233e4890	0	68470
effects/magic/aru.png	daeafb3bc36eb5ed	0	6738
effects/magic/atksym.png	36904f873990bfff	0	26035
effects/magic/attack3.png	5b437aa8319f75ce	0	21960
effects/magic/attck2.png	253d798c38b29137	0	34023
effects/magic/aura.png	1abd6a0fdacaa1d5	0	10326
effects/magic/aura2.png	5afe39d22a9a8166	0	8593
effects/magic/aura3.png	da56fe4d5f47f0a8	0	22222
effects/magic/auraring1.png	4aa207ecda5e96b8	0	8017
effects/magic/aura_a.png	b1c30364de8f8e76	0	4233
effects/magic/aura_bloodlust.png	2c76ad5a0b9f4d1a	0	6158
effects/magic/aura_blue.png	21cf1a34a7b323a1	0	13955
effects/magic/aura_color.png	2ff10776ab4d9aaf	0	22824
effects/magic/aura_color04.png	7f4d9d8cdb96cf8b	0	22746
effects/magic/aura_dp2.png	d4077f8ea5566754	0	5559
effects/magic/aura_earth02.png	ab8cd8076dd14a38	0	18480
effects/magic/aura_earth1.png	bb6dd16eabd04808	0	3695
effects/magic/aura_fire01.png	674c4793c8cffea8	0	21297
effects/magic/aura_fireaid.png	b682e2d5092d44bd	0	9642
effects/magic/aura_light2.png	d09b9d46f4df1c53	0	4353
effects/magic/aura_light4.png	009980a638524c0a	0	7555
effects/magic/aura_light4_w.png	5ff715be9ebacf4f	0	7152
effects/magic/aura_water01.png	f329c484d6a47ad0	0	21730
effects/magic/aura_white.png	94eb50f7cc58e8f8	0	4392
effects/magic/aura_wind02.png	7c168ad82e2749c4	0	18472
effects/magic/aura_y03.png	b1e04664948ccff4	0	7539
effects/magic/aure_fire_in.png	bd1ae36865582340	0	13988
effects/magic/a_sans_a.png	1233eaf4625993ea	0	3282
effects/magic/a_sans_b.png	f7983a38c1f19810	0	3611
effects/magic/a_sans_c.png	a1864aaa72692f08	0	4072
effects/magic/a_sans_e.png	5866152ed77e7c07	0	4104
effects/magic/a_sans_f.png	444074d3c7f4ce03	0	4115
effects/magic/a_sans_g.png	cc38c0c2b292ff0c	0	4025
effects/magic/black.png	2e4f444144374d2f	0	2008
effects/magic/blacksmoke.png	da1781f1d5390f16	0	3669
effects/magic/blacksmoke2.png	3aa4c525a6a1b7fc	0	3503
effects/magic/blacksmoke2_a.png	09bd316a15017d65	0	3488
effects/magic/blacksmoke_edge.png	51cd420b515c29d5	0	3803
levels/lf1/lf1.unity.scene	cef390d361d6cd9e	0	142698408
effects/magic/blade.png	6edd5d8034511d13	0	4330
effects/magic/bleeding_glow1.png	ec1e0f0a051a033a	0	5400
effects/magic/blood.png	fd9750640838b164	0	3540
effects/magic/boost_01.png	08254931e2e635c1	0	13954
effects/magic/boost_c01.png	bad976421f47635e	0	11639
effects/magic/break7.png	f0d05abb87bce3fa	0	9282
effects/magic/cast_ring_magma4.png	307433447e0120ef	0	16316
effects/magic/cast_aura1.png	4c68a2ca28f6a143	0	5942
effects/magic/celetial_circle1.png	12fcf67ecd353727	0	21892
effects/magic/cerclem.png	3dd63602966e4a3f	0	8378
effects/magic/ch_slugblade.png	0afba03bf85b3a39	0	18357
effects/magic/ch_slugblade_bl.png	35e0e3edafa61658	0	18524
effects/magic/circle.png	abd5e1e7124f7d07	0	18082
effects/magic/circle1_1pgreen.png	018645531c86a74b	0	15676
effects/magic/circle1_2green.png	9fa4e2f9f10bc605	0	17098
effects/magic/circle2_1violet.png	8cbd6dbed27fa614	0	15648
effects/magic/circleenergy1.png	38246a6c6a85d3c4	0	5369
effects/magic/circle_big_blue.png	d729efaf1d5ff477	0	2616
effects/magic/circle_02.png	3e474bc3d5515de0	0	20714
effects/magic/circle_big_red.png	05691249ea6469d7	0	2623
effects/magic/circle_big_white.png	ec707087ed2b6a24	0	8340
effects/magic/circle_white_888.png	27dfcc1b877454ad	0	6452
effects/magic/circle_zap.png	f6cc2e2369d38a6d	0	11819
effects/magic/cnt_allattack.png	3df057a4a608ddce	0	23791
effects/magic/cnt_attack.png	15dc18a33ee52f1d	0	22600
effects/magic/cnt_attackspeed.png	d64157c02dde6038	0	24328
effects/magic/cnt_circle.png	16db1b80932c3a6c	0	29478
effects/magic/cnt_critical.png	cb232f41436774c4	0	27346
effects/magic/cnt_hprecover.png	5cb805a2e69502c1	0	21506
effects/magic/cnt_invincible.png	e7fbdacd8e05e550	0	80008
effects/magic/cnt_magicdefence.png	c98ee39ad6165bb8	0	22228
effects/magic/cnt_magicrecover.png	63096dc11d9bf148	0	21831
effects/magic/cnt_magicspeed.png	1de446bf69d0f456	0	23093
effects/magic/cnt_mgemb.png	874a451eb8ee4a39	0	22919
effects/magic/cnt_movespeed.png	378518ef1f2baab3	0	20555
effects/magic/cnt_mprecover.png	4a78392383c2ccc7	0	20391
effects/magic/cnt_spdefence.png	16d713fbcc78eb15	0	24785
effects/magic/cnt_rim.png	cb2c505b5fc3dfcb	0	15441
effects/magic/core.png	9e2b3d06dfdadfec	0	8082
effects/magic/corefire6.png	b13803a78d2231dd	0	5849
effects/magic/corefire8.png	1e60555c2441b1c5	0	8071
effects/magic/coresmoke11.png	017f0b87930a1f6b	0	8448
effects/magic/coresmoke11_blue.png	5825da62cca63197	0	8469
effects/magic/corewater3.png	244d0c34ee3079a4	0	7291
effects/magic/core_a.png	87658c14d1f53dda	0	6991
effects/magic/corewater4.png	9e4c2ac78f17b340	0	6395
effects/magic/core_wind8.png	5233823668aa73f1	0	21956
effects/magic/crack2.png	99d4c1769cdb897e	0	9513
effects/magic/cure_ring6.png	82ad560c993db464	0	8174
effects/magic/crack3.png	ebb33b7b5dbe48bc	0	23889
effects/magic/cure_round_mental_re.png	0c24e22e97556b07	0	6503
effects/magic/cure_round2.png	d0ce06d7b9366ff8	0	9524
effects/magic/cut.png	d8a8e474385fc538	0	17910
effects/magic/darkattk.png	29edc2d57ee6db0b	0	13966
effects/magic/dawn.png	e47e186f20ae20c7	0	9573
effects/magic/decal.png	441cf0be7c28689a	0	10412
effects/magic/depar_re.png	e1ce5a4c7a9cae2f	0	11508
effects/magic/decal_cast.png	5629eb2dd0d7747a	0	20369
levels/lc1/lc1.unity.scene	45b7aa860e44a1ae	110010000	178352908
effects/magic/dhack_sys.png	cf29170b0a8155f2	0	8223
effects/magic/dust_smoke6.png	931862fa3409b7fd	0	12482
effects/magic/earthquake2.png	65b0e3d2ed2d6819	0	24134
effects/magic/earthquake3.png	0a119c0d7f2d580c	0	23675
effects/magic/earthquake4.png	e8b63dd56223d843	0	23873
effects/magic/earth_smoke1.png	1edaeb8abbafe897	0	9510
effects/magic/elf_rainbow.png	259a36f813ad959b	0	6689
effects/magic/el_earthquake6.png	1a45f609cbf0682f	0	21242
effects/magic/el_callslaveenv_ground.png	0bec9e6d7fe04d66	0	93349
effects/magic/el_elementalbindaura01.png	7ddf2a1d60d691ad	0	6548
effects/magic/el_order_flow.png	eb4129e52a715ef1	0	26751
effects/magic/el_elementalemb01.png	889dc87d6fad1cdb	0	18886
effects/magic/el_order_assail.png	f3c59566eece88c7	0	18100
effects/magic/el_order_flow3.png	ced63a9faa456291	0	16561
effects/magic/el_order_impact.png	4f6f08a51acdf13d	0	26552
effects/magic/el_order_impact2.png	192d1578d8d79ce5	0	17613
effects/magic/el_order_sacrifice3.png	78002ff9b52130dc	0	21958
effects/magic/el_rainbowsummonring01.png	4a4b70425d9b0eea	0	16582
effects/magic/el_sympatyembpart01.png	987ee33acffacf11	0	8889
effects/magic/el_sympatyembpart03.png	23cc293f05611eb6	0	17344
effects/magic/el_sympatyembpartall.png	cf8fd9a426e9b539	0	22235
effects/magic/el_windcutter01.png	92e9175cb59914ba	0	10073
effects/magic/emb_chanter.png	1463ed9fe101a47a	0	12729
effects/magic/evo_aura1.png	348ad27a4d0f70a6	0	14441
effects/magic/evo_aura2.png	e8d386293a9b3faf	0	9068
effects/magic/evopoint_core3.png	232fe8abd1be6230	0	337093
effects/magic/evo_circle1_a.png	0d47036c67103636	0	22189
effects/magic/evo_summon_water.png	51866c81b0104c99	0	8828
effects/magic/evo_summon_fire.png	21db682d7db197ac	0	8806
effects/magic/exp.png	8283396b1b06d53c	0	4642
effects/magic/explo.png	98fa78f14179cb2c	0	15005
effects/magic/explosionsmoke.png	0e6e202005d864c8	0	8514
effects/magic/explosion_ball3.png	27eee24ef709044c	0	9032
effects/magic/explosion_ring1.png	86241f0cc7a51c42	0	8017
effects/magic/explosion_gas1.png	988d39a1e530f240	0	3564
effects/magic/explosion_ring1q.png	865d4fe9bf81776d	0	4930
effects/magic/exp_ice.png	11fedbe06b9a5ca2	0	59297
effects/magic/exp_ice4.png	05c1d61cabd6e1cd	0	63605
effects/magic/exp_re.png	193de6dbad3e4373	0	4273
effects/magic/fb.png	b3d3093f11e831bc	0	24888
effects/magic/fireaid_aura1.png	7f9dd8d75a90bb97	0	4557
effects/magic/ffdd.png	0a1c05652a8cffdf	0	3146
effects/magic/fireaid_aura2.png	c7e0d54af9c359b4	0	5719
effects/magic/fire_aura1.png	283dd66bd80f7574	0	6258
effects/magic/fire_ball5.png	837c4da72f396217	0	26617
effects/magic/fire_ball6.png	000f941243b91c2e	0	31485
effects/magic/fire_circle.png	f62daa6a1b50a50c	0	8363
effects/magic/fire_flame7.png	6b5e3e8dbcb3d363	0	27239
effects/magic/fire_purple.png	ed0cdf5cac5997df	0	9681
effects/magic/flame.png	2e176274d6a12608	0	6507
effects/magic/flame02b.png	1f96f291b0d6e213	0	36100
effects/magic/flamewave.png	4a3833e6feb4f804	0	27499
effects/magic/flame_a.png	20a985a93a4b0b9b	0	3848
effects/magic/flame_a_blue.png	81906533c408bbac	0	3849
effects/magic/flame_b.png	11cbc13533293888	0	3922
effects/magic/flareball.png	2e4163c3808bffbc	0	4297
effects/magic/fr1.png	b712c5dbff1fd4fb	0	3747
effects/magic/fr.png	ae7b4b3d75effc61	0	24114
effects/magic/frboomani.png	f70e0c919320cfbd	0	8926
effects/magic/frboomani01.png	2a3d1f9b77fbd4e2	0	4804
effects/magic/frboomani02.png	76ae9c7e48f3f203	0	25311
effects/magic/frboomani03.png	bd9194bdd1b48822	0	28128
effects/magic/frboomani_red.png	c3789e4f0f4cf9c9	0	9035
effects/magic/frboomani_y.png	8549882bace4b7ba	0	8322
effects/magic/f_rocketl.png	5e470badd43a69b6	0	8880
effects/magic/gfire_ball1_copy.png	13bbafbe3754e587	0	5713
effects/magic/gfire_ball1_copy6.png	3656129dfa322bd2	0	6864
effects/magic/glow.png	a848d3e6bbb7cb12	0	7784
effects/magic/glowball.png	501c00a85795ca19	0	6440
effects/magic/grhit2.png	1fa063920649aeb3	0	3993
effects/magic/ground_ring2.png	00de9671472f6b63	0	37728
effects/magic/heal_aura2.png	c7f9b0d1b4128a1f	0	13615
effects/magic/heal_aura4.png	6c7f2c298dabf07f	0	4951
effects/magic/heal_light1.png	8614fc820360ac90	0	4563
effects/magic/heal_lights10.png	0d6c8eaf90fb04ea	0	4332
effects/magic/hellcurse_breath.png	4efb84ad881a3ba9	0	23397
effects/magic/hellpain_ground.png	163a9b2537618b9f	0	8930
effects/magic/hit_ring8_small.png	462d35869d0e1d18	0	7514
effects/magic/holybless_aura.png	a8f32cd2f1827c07	0	3647
effects/magic/hp.png	82ba69fb39d2a82a	0	5211
effects/magic/hydro5_00.png	fa68bdc9524a457e	0	15559
effects/magic/icefoggy.png	96182db3798934b9	0	3486
effects/magic/icefoggy2.png	1da836f8223d5e76	0	3510
effects/magic/icefoggy3.png	623eb328bd3a18e4	0	3610
effects/magic/icefoggy_particles2.png	aeb9d977e939049e	0	3620
effects/magic/ice_decal8.png	e57efed2ab52c1df	0	9065
effects/magic/item_star_blue.png	5b695469829338f4	0	7109
effects/magic/item_star_red.png	24b50a7359170aa4	0	7067
effects/magic/item_star_yellow.png	4d2dd7d41bee2413	0	6439
effects/magic/leaf_02.png	b4fd984621f23bf9	0	2533
effects/magic/leaf_1.png	8001e8773a91b977	0	6804
effects/magic/light0002.png	f22998cd95aa2c2a	0	20244
effects/magic/light0001.png	422d7a4d5a5e42ce	0	19461
effects/magic/light0003.png	e9181629009de9fb	0	21013
effects/magic/lightning19_al.png	c754e4c960451545	0	8698
effects/magic/lightning19.png	86a7d74ae7010ec5	0	9300
effects/magic/lightning2.png	e405e046f01eafc7	0	4839
effects/magic/lightning200020.png	415f2c22e4581960	0	9281
effects/magic/lightning_01.png	c916b0263f9c5fa0	0	10391
effects/magic/lightning_big1.png	e71d3bb8fd04593c	0	12526
effects/magic/lightning_big15.png	f2527232742ada0f	0	10715
effects/magic/lightning_hit4.png	aa9a0e669cae8bd4	0	11960
effects/magic/lights_up.png	52ef06d69ed782cc	0	4388
effects/magic/light_ball2.png	dfb0445f331c20dd	0	7651
effects/magic/line.png	ec8680d56c0d6d19	0	4139
effects/magic/magic_circle2.png	81567e9b9c878dc3	0	27123
effects/magic/magic_circle_earth1.png	b55c3135af6048c3	0	23425
effects/magic/magic_circle_fire1.png	62558f4a276aba0b	0	23539
effects/magic/magic_circle_gound1.png	6b4bccceed2c32c9	0	25749
effects/magic/magic_circle_fire1_a.png	981cae1de64db89d	0	22956
effects/magic/magic_circle_gound21a.png	12fa5f2b2b4ed961	0	28300
effects/magic/magic_circle_gound_blue.png	1728144a3a96775c	0	25400
effects/magic/magic_circle_gound_l2.png	c4663a000dc46aef	0	28411
effects/magic/magic_circle_rainbow.png	1edd14ab09520e0c	0	22721
effects/magic/magic_circle_gound_violet.png	34cc4f28a6392aec	0	25857
effects/magic/magic_circle_rainbow_alpha.png	29f191e3f892c4d1	0	22753
effects/magic/magic_circle_water1.png	8fa9e3e17199ed7a	0	23851
effects/magic/magic_circle_water1_a.png	fb61e9601f36d9f6	0	23370
effects/magic/magic_ring.png	bdc863fbcd141114	0	14040
effects/magic/magic_circle_wind1_a.png	0053b56d08222d12	0	23465
effects/magic/ma_aura02.png	523dae1e454eaf7e	0	19804
effects/magic/mightyblow_aura1.png	6072ad9981bc5238	0	8223
effects/magic/might_symbol2.png	994e1bb771b040a3	0	15286
effects/magic/mists.png	9945101e37fbe61b	0	30701
effects/magic/noise_ring2.png	aa66df388dd26f00	0	15523
effects/magic/m_defensive.png	c03085942d1de7b4	0	30897
effects/magic/out_1.png	89958b12037ce2b1	0	24403
effects/magic/out_3.png	192baf5ed5e6dae5	0	24629
effects/magic/pandemoniumcircle2.png	8384728b52e41e93	0	20375
effects/magic/pandemoniumcircle_pd.png	f37d3fe5a386a931	0	21254
effects/magic/part.png	7b7c5da7290459f3	0	2688
effects/magic/part3.png	fa7e0a1ad23b5e27	0	7691
effects/magic/particle.png	a699ccb5af243221	0	2704
effects/magic/particles.png	71ac506bc8197ffd	0	2206
effects/magic/particles_fire1.png	d38ed837257bcc69	0	2209
effects/magic/particles_star.png	2a6af0cf4024954a	0	2174
effects/magic/part_32.png	a59ec5e8fce1e21d	0	2577
effects/magic/particle_ground6.png	b3c558b2df67ad76	0	19842
effects/magic/plasma_aura3.png	2087758756d48696	0	11368
effects/magic/potion.png	639f83194aeed004	0	5120
effects/magic/power_ball.png	a0736455cf7d5b92	0	4303
effects/magic/power_ball_red.png	d371256b68fbe65a	0	4289
effects/magic/power_light1.png	0edf171d71b5b2a5	0	3977
effects/magic/pr_cursecore.png	8f6270ee49535aab	0	8951
effects/magic/pr_karma.png	e97cff1d41a00f20	0	28305
effects/magic/pr_focuscasting_out.png	2d19e4415cdfbe86	0	46546
effects/magic/pr_reincanation.png	0a8f18f3e090798c	0	77013
effects/magic/pr_wingcross.png	3b7662fd24a720d9	0	33845
effects/magic/pr_wingcross2.png	9283bd765fd45db0	0	11612
effects/magic/rain_splash1.png	f8875a6ad81374ec	0	2258
effects/magic/puffs.png	eb0b805590df77e1	0	8916
effects/magic/rapidshot_light1.png	ef02806dfb75c93b	0	4470
effects/magic/ray.png	7487aff044bef254	0	6161
effects/magic/rays2.png	cb42d90727a81a55	0	4597
effects/magic/ray_01.png	a321341fbed3d614	0	11400
effects/magic/ray_highlight.png	170d3a354e370662	0	5601
effects/magic/regen_light1.png	8ead7f0e85813c14	0	5881
effects/magic/ring.png	96ad830a7695ab56	0	5519
effects/magic/ring_glow.png	4b51419c13d11500	0	6688
effects/magic/ring1.png	f1178c251072519f	0	8009
effects/magic/ring_wave1.png	a90ca178b4298891	0	9255
effects/magic/ripple_03.png	8b74a1e8b814ce54	0	19536
effects/magic/rockfall_decal03.png	9784293049067c6b	0	12350
effects/magic/sans_matrix.png	cdb32caf34542be4	0	22662
